x/D,u'^2/U^2,v'^2/U^2
-0.072,9.03180000E-002,1.053400000E-001
-0.064,8.99070000E-002,1.059500000E-001
-0.056,8.96450000E-002,1.063800000E-001
-0.048,8.93800000E-002,1.066200000E-001
-0.04,8.91650000E-002,1.069600000E-001
-0.032,8.90250000E-002,1.072600000E-001
-0.024,8.87870000E-002,1.074000000E-001
-0.016,8.83620000E-002,1.076200000E-001
-0.008,8.80910000E-002,1.075400000E-001
0,8.80380000E-002,1.075800000E-001
0.008,8.78820000E-002,1.075200000E-001
0.016,8.78990000E-002,1.075100000E-001
0.024,8.80170000E-002,1.074200000E-001
0.032,8.83990000E-002,1.073200000E-001
0.04,8.87830000E-002,1.071100000E-001
0.048,8.92070000E-002,1.068000000E-001
0.056,8.95780000E-002,1.060100000E-001
0.064,9.01000000E-002,1.057100000E-001
0.072,9.04160000E-002,1.052600000E-001
0.08,9.10090000E-002,1.046800000E-001
0.088,9.15050000E-002,1.041000000E-001
0.096,9.20000000E-002,1.035500000E-001
0.104,9.28490000E-002,1.030000000E-001
0.112,9.36050000E-002,1.023000000E-001
0.12,9.45940000E-002,1.016400000E-001
0.128,9.55510000E-002,1.009900000E-001
0.136,9.64870000E-002,1.002200000E-001
0.144,9.76320000E-002,9.953100000E-002
0.152,9.85960000E-002,9.874100000E-002
0.16,9.97730000E-002,9.780400000E-002
0.168,1.00730000E-001,9.676700000E-002
0.176,1.01660000E-001,9.592500000E-002
0.184,1.02630000E-001,9.480500000E-002
0.192,1.03640000E-001,9.396900000E-002
0.2,1.04550000E-001,9.293600000E-002
0.208,1.05600000E-001,9.188100000E-002
0.216,1.06580000E-001,9.069800000E-002
0.224,1.07590000E-001,8.963000000E-002
0.232,1.08770000E-001,8.848600000E-002
0.24,1.09370000E-001,8.739600000E-002
0.248,1.10400000E-001,8.603200000E-002
0.256,1.11170000E-001,8.512300000E-002
0.264,1.12030000E-001,8.406700000E-002
0.272,1.12800000E-001,8.288800000E-002
0.28,1.13360000E-001,8.169800000E-002
0.288,1.13860000E-001,8.041600000E-002
0.296,1.14390000E-001,7.942300000E-002
0.304,1.14550000E-001,7.852100000E-002
0.312,1.14520000E-001,7.705000000E-002
0.32,1.14360000E-001,7.585600000E-002
0.328,1.14350000E-001,7.451400000E-002
0.336,1.13950000E-001,7.347200000E-002
0.344,1.13320000E-001,7.241300000E-002
0.352,1.12640000E-001,7.121500000E-002
0.36,1.11690000E-001,7.009200000E-002
0.368,1.10670000E-001,6.884000000E-002
0.376,1.09570000E-001,6.779500000E-002
0.384,1.08310000E-001,6.620600000E-002
0.392,1.07080000E-001,6.543500000E-002
0.4,1.05750000E-001,6.406600000E-002
0.408,1.04740000E-001,6.306900000E-002
0.416,1.04010000E-001,6.190600000E-002
0.424,1.03240000E-001,6.095500000E-002
0.432,1.03040000E-001,5.999600000E-002
0.44,1.03100000E-001,5.893000000E-002
0.448,1.03800000E-001,5.791000000E-002
0.456,1.05100000E-001,5.700500000E-002
0.464,1.07060000E-001,5.613800000E-002
0.472,1.10280000E-001,5.545800000E-002
0.48,1.13880000E-001,5.453800000E-002
0.488,1.18310000E-001,5.377900000E-002
0.496,1.23400000E-001,5.297400000E-002
0.504,1.29590000E-001,5.211400000E-002
0.512,1.37890000E-001,5.130000000E-002
0.52,1.46870000E-001,5.040900000E-002
0.528,1.56990000E-001,4.942500000E-002
0.536,1.67880000E-001,4.834800000E-002
0.544,1.79180000E-001,4.709100000E-002
0.552,1.91160000E-001,4.583900000E-002
0.56,2.02170000E-001,4.448300000E-002
0.568,2.11390000E-001,4.289800000E-002
0.576,2.15850000E-001,4.100100000E-002
0.584,2.16390000E-001,3.906700000E-002
0.592,2.14390000E-001,3.711600000E-002
0.6,2.08090000E-001,3.514100000E-002
0.608,1.96430000E-001,3.306800000E-002
0.616,1.77560000E-001,3.090900000E-002
0.624,1.56320000E-001,2.876500000E-002
0.632,1.33750000E-001,2.667800000E-002
0.64,1.11600000E-001,2.468100000E-002
0.648,9.00990000E-002,2.295500000E-002
0.656,7.07570000E-002,2.136400000E-002
0.664,5.44750000E-002,1.992700000E-002
0.672,4.15950000E-002,1.858700000E-002
0.68,3.17450000E-002,1.739800000E-002
0.688,2.47430000E-002,1.627200000E-002
0.696,1.94440000E-002,1.525900000E-002
0.704,1.51810000E-002,1.428600000E-002
0.712,1.22250000E-002,1.338700000E-002
0.72,9.98860000E-003,1.258800000E-002
0.728,8.54480000E-003,1.189900000E-002
0.736,7.41750000E-003,1.126200000E-002
0.744,6.46180000E-003,1.067400000E-002
0.752,5.70850000E-003,1.013700000E-002
0.76,5.16080000E-003,9.638400000E-003
0.768,4.74680000E-003,9.175800000E-003
0.776,4.36120000E-003,8.742900000E-003
0.784,4.04530000E-003,8.346400000E-003
0.792,3.82670000E-003,7.992900000E-003
0.8,3.59540000E-003,7.655500000E-003
0.808,3.39820000E-003,7.350600000E-003
0.816,3.22670000E-003,7.055000000E-003
0.824,3.08830000E-003,6.783100000E-003
0.832,2.97460000E-003,6.537900000E-003
0.84,2.86370000E-003,6.308200000E-003
0.848,2.76910000E-003,6.091100000E-003
0.856,2.68840000E-003,5.888600000E-003
0.864,2.61570000E-003,5.698100000E-003
0.872,2.54690000E-003,5.513500000E-003
0.88,2.48640000E-003,5.341500000E-003
0.888,2.43190000E-003,5.184600000E-003
0.896,2.37730000E-003,5.038300000E-003
0.904,2.32640000E-003,4.896100000E-003
0.912,2.27920000E-003,4.756500000E-003
0.92,2.23380000E-003,4.623200000E-003
0.928,2.18910000E-003,4.495500000E-003
0.936,2.14580000E-003,4.373000000E-003
0.944,2.10480000E-003,4.255100000E-003
0.952,2.06430000E-003,4.141600000E-003
0.96,2.02550000E-003,4.035800000E-003
0.968,1.98800000E-003,3.932500000E-003
0.976,1.95470000E-003,3.834300000E-003
0.984,1.92290000E-003,3.739800000E-003
0.992,1.89060000E-003,3.646600000E-003
1,1.85980000E-003,3.556500000E-003
1.008,1.83030000E-003,3.466900000E-003
1.016,1.80080000E-003,3.380400000E-003
1.024,1.77110000E-003,3.296500000E-003
1.032,1.74150000E-003,3.215000000E-003
1.04,1.71290000E-003,3.135700000E-003
1.048,1.68470000E-003,3.059300000E-003
1.056,1.65680000E-003,2.986200000E-003
1.064,1.62970000E-003,2.914800000E-003
1.072,1.60310000E-003,2.845200000E-003
1.08,1.57700000E-003,2.777700000E-003
1.088,1.55180000E-003,2.712100000E-003
1.096,1.52780000E-003,2.649000000E-003
1.104,1.50380000E-003,2.587800000E-003
1.112,1.48010000E-003,2.527900000E-003
1.12,1.45640000E-003,2.469500000E-003
1.128,1.43360000E-003,2.413000000E-003
1.136,1.41090000E-003,2.358000000E-003
1.144,1.38860000E-003,2.304600000E-003
1.152,1.36700000E-003,2.252500000E-003
1.16,1.34550000E-003,2.201400000E-003
1.168,1.32430000E-003,2.151800000E-003
1.176,1.30350000E-003,2.103700000E-003
1.184,1.28290000E-003,2.057000000E-003
1.192,1.26250000E-003,2.010900000E-003
1.2,1.24220000E-003,1.966300000E-003
1.208,1.22250000E-003,1.922700000E-003
1.216,1.20330000E-003,1.880300000E-003
1.224,1.18450000E-003,1.839100000E-003
1.232,1.16600000E-003,1.798600000E-003
1.24,1.14750000E-003,1.759000000E-003
1.248,1.12920000E-003,1.720300000E-003
1.256,1.11120000E-003,1.682500000E-003
1.264,1.09360000E-003,1.645800000E-003
1.272,1.07650000E-003,1.610200000E-003
1.28,1.05960000E-003,1.575500000E-003
1.288,1.04290000E-003,1.541600000E-003
1.296,1.02660000E-003,1.508500000E-003
1.304,1.01040000E-003,1.476100000E-003
1.312,9.94490000E-004,1.444300000E-003
1.32,9.78820000E-004,1.413500000E-003
1.328,9.63500000E-004,1.383400000E-003
1.336,9.48400000E-004,1.354000000E-003
1.344,9.33440000E-004,1.325100000E-003
1.352,9.18730000E-004,1.297000000E-003
1.36,9.04380000E-004,1.269600000E-003
1.368,8.90210000E-004,1.242800000E-003
1.376,8.76130000E-004,1.216700000E-003
1.384,8.62140000E-004,1.190900000E-003
1.392,8.48610000E-004,1.165900000E-003
1.4,8.35330000E-004,1.141600000E-003
1.408,8.22310000E-004,1.117800000E-003
1.416,8.09540000E-004,1.094600000E-003
1.424,7.96950000E-004,1.071900000E-003
1.432,7.84520000E-004,1.049600000E-003
1.44,7.72250000E-004,1.027800000E-003
1.448,7.60080000E-004,1.006500000E-003
1.456,7.48040000E-004,9.857200000E-004
1.464,7.36160000E-004,9.653200000E-004
1.472,7.24570000E-004,9.454300000E-004
1.48,7.13220000E-004,9.259700000E-004
1.488,7.02170000E-004,9.070300000E-004
1.496,6.91330000E-004,8.885400000E-004
1.504,6.80620000E-004,8.704700000E-004
1.512,6.70050000E-004,8.528000000E-004
1.52,6.59620000E-004,8.355000000E-004
1.528,6.49300000E-004,8.185200000E-004
1.536,6.39200000E-004,8.019300000E-004
1.544,6.29360000E-004,7.857600000E-004
1.552,6.19640000E-004,7.699500000E-004
1.56,6.10010000E-004,7.544900000E-004
1.568,6.00560000E-004,7.393200000E-004
1.576,5.91160000E-004,7.244200000E-004
1.584,5.81950000E-004,7.098600000E-004
1.592,5.72980000E-004,6.956900000E-004
1.6,5.64240000E-004,6.818700000E-004
1.608,5.55620000E-004,6.683600000E-004
1.616,5.47080000E-004,6.551000000E-004
1.624,5.38620000E-004,6.420800000E-004
1.632,5.30240000E-004,6.292700000E-004
1.64,5.22100000E-004,6.168100000E-004
1.648,5.14150000E-004,6.046900000E-004
1.656,5.06310000E-004,5.927900000E-004
1.664,4.98530000E-004,5.811100000E-004
1.672,4.90840000E-004,5.696400000E-004
1.68,4.83330000E-004,5.584400000E-004
1.688,4.76020000E-004,5.475700000E-004
1.696,4.68820000E-004,5.369100000E-004
1.704,4.61700000E-004,5.264600000E-004
1.712,4.54660000E-004,5.162200000E-004
1.72,4.47760000E-004,5.062000000E-004
1.728,4.40960000E-004,4.963700000E-004
1.736,4.34290000E-004,4.867600000E-004
1.744,4.27710000E-004,4.773200000E-004
1.752,4.21210000E-004,4.680700000E-004
1.76,4.14840000E-004,4.590500000E-004
1.768,4.08590000E-004,4.502200000E-004
1.776,4.02450000E-004,4.415900000E-004
1.784,3.96400000E-004,4.331100000E-004
1.792,3.90450000E-004,4.247900000E-004
1.8,3.84620000E-004,4.166700000E-004
1.808,3.78890000E-004,4.087100000E-004
1.816,3.73220000E-004,4.009100000E-004
1.824,3.67630000E-004,3.932700000E-004
1.832,3.62120000E-004,3.857800000E-004
1.84,3.56760000E-004,3.784800000E-004
1.848,3.51490000E-004,3.713300000E-004
1.856,3.46250000E-004,3.642800000E-004
1.864,3.41120000E-004,3.573900000E-004
1.872,3.36050000E-004,3.506600000E-004
1.88,3.31110000E-004,3.440900000E-004
1.888,3.26220000E-004,3.376200000E-004
1.896,3.21420000E-004,3.312900000E-004
1.904,3.16710000E-004,3.250800000E-004
1.912,3.12070000E-004,3.190200000E-004
1.92,3.07510000E-004,3.130900000E-004
1.928,3.03020000E-004,3.072500000E-004
1.936,2.98570000E-004,3.015200000E-004
1.944,2.94220000E-004,2.959200000E-004
1.952,2.89950000E-004,2.904300000E-004
1.96,2.85710000E-004,2.850300000E-004
1.968,2.81560000E-004,2.797600000E-004
1.976,2.77510000E-004,2.746500000E-004
1.984,2.73510000E-004,2.696000000E-004
1.992,2.69530000E-004,2.646000000E-004
2,2.65570000E-004,2.596500000E-004
