-5,5.57e-06,1.8812e-06
-4.99,5.6136e-06,1.8977e-06
-4.98,5.6573e-06,1.9141e-06
-4.97,5.7009e-06,1.9306e-06
-4.96,5.7446e-06,1.9471e-06
-4.95,5.7882e-06,1.9635e-06
-4.94,5.8318e-06,1.98e-06
-4.93,5.8755e-06,1.9964e-06
-4.92,5.9191e-06,2.0129e-06
-4.91,5.9628e-06,2.0294e-06
-4.9,6.0064e-06,2.0458e-06
-4.89,6.0501e-06,2.0623e-06
-4.88,6.0937e-06,2.0788e-06
-4.87,6.1373e-06,2.0952e-06
-4.86,6.181e-06,2.1117e-06
-4.85,6.2246e-06,2.1282e-06
-4.84,6.2683e-06,2.1446e-06
-4.83,6.3119e-06,2.1611e-06
-4.82,6.3556e-06,2.1775e-06
-4.81,6.3992e-06,2.194e-06
-4.8,6.4428e-06,2.2105e-06
-4.79,6.4865e-06,2.2269e-06
-4.78,6.5301e-06,2.2434e-06
-4.77,6.5738e-06,2.2599e-06
-4.76,6.6174e-06,2.2763e-06
-4.75,6.6611e-06,2.2928e-06
-4.74,6.719e-06,2.3178e-06
-4.73,6.777e-06,2.3428e-06
-4.72,6.8349e-06,2.3677e-06
-4.71,6.8929e-06,2.3927e-06
-4.7,6.9508e-06,2.4177e-06
-4.69,7.0088e-06,2.4427e-06
-4.68,7.0667e-06,2.4677e-06
-4.67,7.1247e-06,2.4926e-06
-4.66,7.1827e-06,2.5176e-06
-4.65,7.2406e-06,2.5426e-06
-4.64,7.2986e-06,2.5676e-06
-4.63,7.3565e-06,2.5926e-06
-4.62,7.4145e-06,2.6175e-06
-4.61,7.4724e-06,2.6425e-06
-4.6,7.5304e-06,2.6675e-06
-4.59,7.5884e-06,2.6925e-06
-4.58,7.6463e-06,2.7174e-06
-4.57,7.7043e-06,2.7424e-06
-4.56,7.7622e-06,2.7674e-06
-4.55,7.8202e-06,2.7924e-06
-4.54,7.8781e-06,2.8174e-06
-4.53,7.9361e-06,2.8423e-06
-4.52,7.9941e-06,2.8673e-06
-4.51,8.052e-06,2.8923e-06
-4.5,8.11e-06,2.9173e-06
-4.49,8.1883e-06,2.9557e-06
-4.48,8.2666e-06,2.9941e-06
-4.47,8.3449e-06,3.0325e-06
-4.46,8.4232e-06,3.0709e-06
-4.45,8.5015e-06,3.1093e-06
-4.44,8.5799e-06,3.1477e-06
-4.43,8.6582e-06,3.1861e-06
-4.42,8.7365e-06,3.2245e-06
-4.41,8.8148e-06,3.2629e-06
-4.4,8.8931e-06,3.3013e-06
-4.39,8.9714e-06,3.3397e-06
-4.38,9.0498e-06,3.3781e-06
-4.37,9.1281e-06,3.4165e-06
-4.36,9.2064e-06,3.4549e-06
-4.35,9.2847e-06,3.4933e-06
-4.34,9.363e-06,3.5317e-06
-4.33,9.4413e-06,3.5701e-06
-4.32,9.5197e-06,3.6085e-06
-4.31,9.598e-06,3.6469e-06
-4.3,9.6763e-06,3.6853e-06
-4.29,9.7546e-06,3.7236e-06
-4.28,9.8329e-06,3.762e-06
-4.27,9.9112e-06,3.8004e-06
-4.26,9.9896e-06,3.8388e-06
-4.25,1.0068e-05,3.8772e-06
-4.24,1.0176e-05,3.9371e-06
-4.23,1.0284e-05,3.9969e-06
-4.22,1.0392e-05,4.0568e-06
-4.21,1.05e-05,4.1167e-06
-4.2,1.0608e-05,4.1765e-06
-4.19,1.0716e-05,4.2364e-06
-4.18,1.0824e-05,4.2962e-06
-4.17,1.0932e-05,4.3561e-06
-4.16,1.104e-05,4.4159e-06
-4.15,1.1148e-05,4.4758e-06
-4.14,1.1256e-05,4.5356e-06
-4.13,1.1364e-05,4.5955e-06
-4.12,1.1472e-05,4.6553e-06
-4.11,1.158e-05,4.7152e-06
-4.1,1.1688e-05,4.775e-06
-4.09,1.1796e-05,4.8349e-06
-4.08,1.1904e-05,4.8947e-06
-4.07,1.2012e-05,4.9546e-06
-4.06,1.212e-05,5.0144e-06
-4.05,1.2228e-05,5.0743e-06
-4.04,1.2336e-05,5.1341e-06
-4.03,1.2444e-05,5.194e-06
-4.02,1.2552e-05,5.2538e-06
-4.01,1.266e-05,5.3137e-06
-4,1.2768e-05,5.3736e-06
-3.99,1.292e-05,5.4687e-06
-3.98,1.3073e-05,5.5638e-06
-3.97,1.3225e-05,5.659e-06
-3.96,1.3378e-05,5.7541e-06
-3.95,1.353e-05,5.8493e-06
-3.94,1.3683e-05,5.9444e-06
-3.93,1.3835e-05,6.0396e-06
-3.92,1.3988e-05,6.1347e-06
-3.91,1.414e-05,6.2299e-06
-3.9,1.4293e-05,6.325e-06
-3.89,1.4445e-05,6.4202e-06
-3.88,1.4598e-05,6.5153e-06
-3.87,1.475e-05,6.6105e-06
-3.86,1.4903e-05,6.7056e-06
-3.85,1.5055e-05,6.8008e-06
-3.84,1.5208e-05,6.8959e-06
-3.83,1.536e-05,6.9911e-06
-3.82,1.5513e-05,7.0862e-06
-3.81,1.5665e-05,7.1814e-06
-3.8,1.5818e-05,7.2765e-06
-3.79,1.597e-05,7.3717e-06
-3.78,1.6123e-05,7.4668e-06
-3.77,1.6276e-05,7.562e-06
-3.76,1.6428e-05,7.6571e-06
-3.75,1.6581e-05,7.7523e-06
-3.74,1.6798e-05,7.9052e-06
-3.73,1.7016e-05,8.0582e-06
-3.72,1.7234e-05,8.2111e-06
-3.71,1.7452e-05,8.364e-06
-3.7,1.767e-05,8.517e-06
-3.69,1.7888e-05,8.6699e-06
-3.68,1.8106e-05,8.8228e-06
-3.67,1.8324e-05,8.9758e-06
-3.66,1.8542e-05,9.1287e-06
-3.65,1.876e-05,9.2816e-06
-3.64,1.8978e-05,9.4346e-06
-3.63,1.9195e-05,9.5875e-06
-3.62,1.9413e-05,9.7404e-06
-3.61,1.9631e-05,9.8934e-06
-3.6,1.9849e-05,1.0046e-05
-3.59,2.0067e-05,1.0199e-05
-3.58,2.0285e-05,1.0352e-05
-3.57,2.0503e-05,1.0505e-05
-3.56,2.0721e-05,1.0658e-05
-3.55,2.0939e-05,1.0811e-05
-3.54,2.1157e-05,1.0964e-05
-3.53,2.1375e-05,1.1117e-05
-3.52,2.1592e-05,1.127e-05
-3.51,2.181e-05,1.1423e-05
-3.5,2.2028e-05,1.1576e-05
-3.49,2.2357e-05,1.1828e-05
-3.48,2.2686e-05,1.2081e-05
-3.47,2.3015e-05,1.2334e-05
-3.46,2.3344e-05,1.2586e-05
-3.45,2.3673e-05,1.2839e-05
-3.44,2.4002e-05,1.3092e-05
-3.43,2.4331e-05,1.3345e-05
-3.42,2.4661e-05,1.3597e-05
-3.41,2.499e-05,1.385e-05
-3.4,2.5319e-05,1.4103e-05
-3.39,2.5648e-05,1.4355e-05
-3.38,2.5977e-05,1.4608e-05
-3.37,2.6306e-05,1.4861e-05
-3.36,2.6635e-05,1.5113e-05
-3.35,2.6964e-05,1.5366e-05
-3.34,2.7293e-05,1.5619e-05
-3.33,2.7622e-05,1.5871e-05
-3.32,2.7951e-05,1.6124e-05
-3.31,2.828e-05,1.6377e-05
-3.3,2.8609e-05,1.663e-05
-3.29,2.8938e-05,1.6882e-05
-3.28,2.9267e-05,1.7135e-05
-3.27,2.9596e-05,1.7388e-05
