n,t,dt,action,error
160,3.363581201226678,0.02825634231070407,accept,0.003910617574283487
161,3.391837543537382,0.027389514640850137,accept,0.003184504145278103
162,3.4192270581782322,0.028178574627008863,accept,0.003511029114386014
163,3.447405632805241,0.02797308768217319,accept,0.003404395762721664
164,3.4753787204874143,0.0281809223232964,accept,0.0034694020760062086
165,3.5035596428107105,0.028221004777732137,accept,0.0034429111762045513
166,3.531780647588443,0.02834881776480171,accept,0.003748372798404934
167,3.5601294653532447,0.028105735014092956,accept,0.0033632516274414836
168,3.5882352003673375,0.02856000759705937,accept,0.0035942477460236934
169,3.616795207964397,0.02841808946871829,accept,0.0035736125416468965
170,3.6452132974331155,0.02849857356871176,accept,0.0036940271785692374
171,3.673711871001827,0.028425092136393534,accept,0.0065398100698685815
172,3.7021369631382206,0.026189212073136386,accept,0.0031238366978499294
173,3.728326175211357,0.028517861266672526,accept,0.00393425009699927
174,3.7568440364780296,0.02779036353624595,accept,0.003499814059611751
175,3.7846344000142755,0.028220077385747735,accept,0.003746627103654017
176,3.8128544774000233,0.028028189242016884,accept,0.0037251836740975633
177,3.84088266664204,0.028060852590279763,accept,0.0037417896387251376
178,3.8689435192323196,0.02805852574335948,accept,0.0037836875087413867
179,3.8970020449756793,0.02802402142029678,accept,0.003799601738364939
180,3.925026066395976,0.02800525454586352,accept,0.011998142303567974
181,3.9530313209418395,0.023699024958001705,accept,0.0024532119465538378
182,3.976730345899841,0.028484975544555313,accept,0.004207955334320942
183,4.005215321444396,0.026800179806287117,accept,0.0031721886524683726
184,4.032015501250683,0.02780085204593698,accept,0.0036533228479584965
185,4.05981635329662,0.027428434558828183,accept,0.006157352456988802
186,4.0872447878554485,0.025463090995650806,accept,0.003464192007428078
187,4.112707878851099,0.02714220941704393,accept,0.0034456442345807345
188,4.139850088268143,0.027257698053626038,accept,0.0034244388792323607
189,4.167107786321769,0.02738275200175257,accept,0.0034921656119233264
190,4.194490538323522,0.027412599344378497,accept,0.003556471591457646
191,4.2219031376679,0.027426308577102525,accept,0.0034863119102270593
192,4.249329446245003,0.02757219055993175,accept,0.003559931296892296
193,4.276901636804935,0.02757723240506472,accept,0.003554893828474348
194,4.30447886921,0.02764853814234273,accept,0.003614065318702005
195,4.332127407352342,0.027649643609142103,accept,0.006045030057649564
196,4.359777050961484,0.02570788373827643,accept,0.0031256869997753085
197,4.38548493469976,0.027761060809842964,accept,0.0038225657068245255
198,4.4132459955096035,0.027167761211780196,accept,0.0033801949927620427
199,4.440413756721384,0.027643597111946604,accept,0.003587057595539691
200,4.468057353833331,0.02752874197506144,accept,0.003483496704967496
201,4.495586095808392,0.02770330895024644,accept,0.0035224259153673948
202,4.523289404758638,0.027748606542635033,accept,0.0036723772241865076
203,4.551038011301273,0.027658728144370887,accept,0.003487171698398267
204,4.578696739445644,0.027898639469546495,accept,0.003639303412301265
205,4.60659537891519,0.0278153841990617,accept,0.003622606685883825
206,4.634410763114252,0.027875578950382535,accept,0.003707531724305344
207,4.662286342064634,0.027828756477065238,accept,0.012699609080308646
208,4.6901150985417,0.023296361574394374,accept,0.002398354416411467
209,4.713411460116094,0.028261072218051526,accept,0.004262377679147216
210,4.741672532334146,0.026477074357127383,accept,0.0031349002491200604
211,4.768149606691273,0.02754996137396103,accept,0.0036753163420024486
212,4.795699568065235,0.027123562918004142,accept,0.0035244314108124706
213,4.822823130983239,0.027318997371810056,accept,0.0036634017255940624
214,4.850142128355049,0.02724180223927388,accept,0.003641543291418879
215,4.877383930594323,0.027299035666703154,accept,0.0036947800663312694
216,4.904682966261027,0.02728173098692903,accept,0.003687925866467722
217,4.931964697247956,0.027313370440320617,accept,0.008423182358595648
218,4.959278067688277,0.024253999350925568,accept,0.002601819202868552
219,4.983532067039202,0.02785051101910358,accept,0.004031853151342879
220,5.0113825780583054,0.02652950030888363,accept,0.0032510827427975537
221,5.037912078367189,0.027299392820542535,accept,0.0036507530715604647
222,5.065211471187731,0.027006012266088248,accept,0.010467909627825345
223,5.09221748345382,0.023212446240126677,accept,0.0022615495388382503
224,5.1154299296939465,0.027829622091277057,accept,0.004031235456475183
225,5.143259551785223,0.026122900908857383,accept,0.003080050914215263
226,5.169382452694081,0.027092027171655732,accept,0.00353946020217415
227,5.196474479865737,0.02676912641810659,accept,0.0033707604330041135
228,5.223243606283844,0.027029750100574543,accept,0.0034347762164493494
229,5.250273356384418,0.02707934596737746,accept,0.003448793561264847
230,5.277352702351795,0.027166628941421883,accept,0.0034836647072513734
231,5.304519331293217,0.027226105512393715,accept,0.003535180622758255
232,5.331745436805611,0.027256472150438305,accept,0.005898344619586289
233,5.359001908956049,0.0253738856744977,accept,0.003063228170177245
234,5.384375794630547,0.027409911003787982,accept,0.0037675481491874644
235,5.411785705634335,0.02682365262858142,accept,0.0033245245266310874
236,5.438609358262917,0.027317647389813373,accept,0.003533560144969968
237,5.4659270056527305,0.027215986010763277,accept,0.003433265905729552
238,5.493142991663494,0.027403043009956708,accept,0.0034717045507143313
239,5.520546034673451,0.02746371986804725,accept,0.0035279656658738054
240,5.548009754541498,0.027492567912124358,accept,0.003486773156494021
241,5.575502322453622,0.027614927963009833,accept,0.003616559132077887
242,5.6031172504166324,0.02755722814793206,accept,0.003556988696041534
243,5.630674478564565,0.0276719391080194,accept,0.0037164035707012944
244,5.658346417672584,0.027562932739112502,accept,0.00432943866237726
245,5.685909350411697,0.02697712925659259,accept,0.004506975864343214
246,5.712886479668289,0.026674585412524963,accept,0.003462403555327357
247,5.739561065080814,0.02751920289463123,accept,0.0037142726978654657
248,5.767080267975445,0.02733561160267846,accept,0.003618207228901148
249,5.794415879578124,0.027458321222572506,accept,0.0038102018373760674
250,5.821874200800696,0.02730035672100662,accept,0.003698507545353869
251,5.849174557521703,0.027409051261385042,accept,0.0037664461043305625
252,5.876583608783088,0.027360036267580413,accept,0.0037610419337682144
253,5.903943645050669,0.027369055154453013,accept,0.003770059555811647
254,5.931312700205122,0.02736444596682032,accept,0.007612578484033186
255,5.958677146171942,0.02471559671544314,accept,0.0028528509661285804
256,5.983392742887385,0.027708081549964785,accept,0.00400232169194434
257,6.011100824437349,0.02667875194835837,accept,0.003363734006010619
258,6.037779576385708,0.02729663525896786,accept,0.003688841111668069
259,6.0650762116446755,0.027059286057903982,accept,0.010815131150967694
260,6.0921354977025794,0.02317368802050537,accept,0.002279265130223249
261,6.115309185723085,0.027846988031077116,accept,0.004077160271249143
262,6.143156173754162,0.026117691960867096,accept,0.0031014190260079217
263,6.169273865715029,0.027091689213119902,accept,0.003567008582448146
264,6.196365554928149,0.02675813351560221,accept,0.0033899231670672324
265,6.223123688443751,0.02701843630877537,accept,0.00345806163897854
266,6.250142124752527,0.02705760712278418,accept,0.0034657486607284453
267,6.277199731875311,0.027144774356359393,accept,0.0034965899749680234
268,6.30434450623167,0.027203603229521322,accept,0.0035434780728471923
269,6.331548109461192,0.027235277181604338,accept,0.0060749848210316145
270,6.358783386642796,0.025252120711632037,accept,0.0030469387781757278
271,6.384035507354428,0.027384186810103003,accept,0.0037360399179088457
272,6.411419694164531,0.026816114951501244,accept,0.0033290126257142423
273,6.438235809116032,0.027280562121925506,accept,0.0035195335482425074
274,6.465516371237957,0.027198570711269583,accept,0.003429086525752077
275,6.4927149419492265,0.02737890857281305,accept,0.003463503489441158
276,6.52009385052204,0.02744543311954616,accept,0.003490449220610233
277,6.547539283641585,0.027510052861440423,accept,0.0035016665084803195
278,6.575049336503025,0.027584435925369143,accept,0.0036043321522599707
279,6.602633772428394,0.027552648372555718,accept,0.00356393857539845
280,6.63018642080095,0.027649676910127784,accept,0.0036751688500656623
281,6.657836097711078,0.027591004492403044,accept,0.003972641171835782
282,6.685427102203481,0.027311472191923588,accept,0.004867789019724626
283,6.712738574395405,0.026465208829024638,accept,0.0033920052779533054
284,6.739203783224429,0.027606983159087974,accept,0.0038061407965864482
285,6.766810766383517,0.02726695043176641,accept,0.0036257526572861893
286,6.794077716815283,0.027451414639175997,accept,0.003838408540790251
287,6.82152913145446,0.02727028026392988,accept,0.0037225178335369823
288,6.84879941171839,0.02737436980274302,accept,0.0037882881670343012
289,6.876173781521133,0.027321072479629747,accept,0.0037782937110633647
290,6.903494854000763,0.02732853602984369,accept,0.0037863450190028054
291,6.930823390030606,0.027319986331632535,accept,0.007050885655602569
292,6.958143376362239,0.024962509994280783,accept,0.0030022262966630364
293,6.98310588635652,0.027555895411191005,accept,0.003952809381172675
294,7.010661781767711,0.02672296992544911,accept,0.003419879900538353
295,7.03738475169316,0.027240699316260795,accept,0.003692425066207516
296,7.06462545100942,0.027047005173407114,accept,0.011613204490386317
297,7.0916724561828275,0.022927613284498195,accept,0.002191313018867661
298,7.1146000694673255,0.02791686599575091,accept,0.0041393672685472145
299,7.142516935463076,0.026018076632546207,accept,0.0030689139274381726
300,7.168535012095623,0.027072630680803005,accept,0.0035729155277805717
301,7.195607642776426,0.026703337301394826,accept,0.003386359449025214
302,7.222310980077821,0.026971905176366637,accept,0.003443477607179437
303,7.249282885254187,0.027024581596449354,accept,0.0034493889632506254
304,7.2763074668506365,0.027118212766404835,accept,0.003478635504409495
305,7.303425679617042,0.027183769840765284,accept,0.00352001245220486
306,7.330609449457807,0.027226931557382004,accept,0.006236290479727912
307,7.357836381015189,0.025131100613766093,accept,0.0029863514127528856
308,7.382967481628955,0.027407746518053215,accept,0.003727843753294103
309,7.410375228147008,0.02679117400196957,accept,0.0032893683125577054
310,7.437166402148978,0.027296280822273533,accept,0.0034908248361332746
311,7.464462682971251,0.027212328760675898,accept,0.0033896670151624506
312,7.491675011731927,0.027415133923358415,accept,0.003419769897094773
313,7.519090145655285,0.027499025220746657,accept,0.0034347271503883925
314,7.546589170876032,0.02759132672761852,accept,0.003438783684327006
315,7.574180497603651,0.02769188709122269,accept,0.003478425827264746
316,7.6018723846948735,0.02775009989852442,accept,0.0035159505811666737
317,7.629622484593398,0.02779863849406028,accept,0.003596818808220769
318,7.657421123087458,0.02778688166443407,accept,0.004204850140914724
319,7.685208004751892,0.02721807595333867,accept,0.004734778062807377
320,7.71242608070523,0.026639297479617335,accept,0.003365130233441524
321,7.739065378184847,0.027739839460067632,accept,0.0037244739089884586
322,7.766805217644914,0.027461528836933823,accept,0.003571238280578647
323,7.794266746481848,0.027645075910588186,accept,0.003752411595185004
324,7.821911822392437,0.027509248896136367,accept,0.003661410218017075
325,7.849421071288573,0.027614825456333356,accept,0.00370988967820974
326,7.877035896744906,0.027596755516147573,accept,0.003707733960823594
327,7.9046326522610535,0.027619141540104974,accept,0.003731582322091518
328,7.932251793801158,0.0276141750181387,accept,0.009262438306881875
329,7.9598659688192965,0.0242156234787173,accept,0.002565562435785041
330,7.984081592298014,0.028142347830351248,accept,0.004093648981115951
331,8.012223940128365,0.026709050434216317,accept,0.003251991976662401
332,8.038932990562582,0.02752696785519736,accept,0.0036684585539245185
333,8.066459958417779,0.027212844006248675,accept,0.007743666716026175
334,8.093672802424027,0.02444766771996432,accept,0.00270066059234202
335,8.118120470143992,0.027676022099058926,accept,0.0037906256139034243
336,8.14579649224305,0.02670452927558131,accept,0.00322988851957985
337,8.172501021518633,0.02732796957467096,accept,0.003540575365099427
338,8.199828991093304,0.02713603159004103,accept,0.0034209380633796497
339,8.226965022683345,0.02734248742509235,accept,0.0034714472860983225
340,8.254307510108438,0.027392976307349836,accept,0.0034752009954834525
341,8.281700486415788,0.027481518724025593,accept,0.003516988535309573
342,8.309182005139814,0.027525728441304846,accept,0.0075827692264762705
343,8.336707733581118,0.024694584388112922,accept,0.0035897543756263244
344,8.361402317969231,0.02676635570154536,accept,0.003586378327331999
345,8.388168673670776,0.026824763046879616,accept,0.0032843956492651927
346,8.414993436717657,0.027225679588841572,accept,0.0033971370561884083
347,8.442219116306498,0.027244895427616475,accept,0.003373582135671137
348,8.469464011734114,0.027388532796260287,accept,0.003391073303199516
349,8.496852544530375,0.027492197122753238,accept,0.0033816844528145058
350,8.524344741653127,0.02762234486537751,accept,0.003550527684511077
351,8.551967086518506,0.027549710063064583,accept,0.0033557786811062498
352,8.57951679658157,0.027845033481186596,accept,0.0035647441727672067
353,8.607361830062757,0.02773332338078858,accept,0.003458315632225166
354,8.635095153443546,0.02792026334784833,accept,0.0035904185241807276
355,8.663015416791394,0.027867258564964997,accept,0.015091301007471126
