tc,Enstrophy
0,0.3744032967
0.02,0.3744571128
0.04,0.3745489001
0.06,0.3745504868
0.08,0.3746098937
0.1,0.3747239816
0.12,0.3748688884
0.14,0.3750450262
0.16,0.3752522047
0.18,0.3755016265
0.2,0.3758600324
0.22,0.3760632952
0.24,0.376400845
0.26,0.3767657163
0.28,0.3771667368
0.3,0.3775982838
0.32,0.3780646858
0.34,0.3786640316
0.36,0.3801785738
0.38,0.380627727
0.4,0.3802397204
0.42,0.3808656992
0.44,0.3840607784
0.46,0.3822226515
0.48,0.3829525405
0.5,0.3860569117
0.52,0.3845127861
0.54,0.385343784
0.56,0.3862092559
0.58,0.3873364193
0.6,0.3882508179
0.62,0.3890178616
0.64,0.3900261991
0.66,0.3910758147
0.68,0.3925928626
0.7,0.3932875998
0.72,0.3944345246
0.74,0.3956262493
0.76,0.3968558953
0.78,0.3981209294
0.8,0.3994270958
0.82,0.4007725672
0.84,0.4021578605
0.86,0.4035823459
0.88,0.4050466633
0.9,0.4065499393
0.92,0.4080938217
0.94,0.4096779438
0.96,0.4113044268
0.98,0.4129730234
1,0.4146853272
1.02,0.4164405006
1.04,0.4182392459
1.06,0.4200806372
1.08,0.4219655409
1.1,0.4238940955
1.12,0.4258678595
1.14,0.4278875589
1.16,0.429954568
1.18,0.4320689904
1.2,0.434231186
1.22,0.4364405841
1.24,0.4386972374
1.26,0.4410011532
1.28,0.4433533316
1.3,0.4457548219
1.32,0.4482070361
1.34,0.4507108636
1.36,0.4532669073
1.38,0.4558752513
1.4,0.4585359584
1.42,0.4612490732
1.44,0.4640149591
1.46,0.4668342706
1.48,0.4697080575
1.5,0.4726374918
1.52,0.4756236432
1.54,0.4786671464
1.56,0.4817681838
1.58,0.4849267089
1.6,0.4881428362
1.62,0.4914170407
1.64,0.4947502688
1.66,0.4981438079
1.68,0.5015989616
1.7,0.5051166785
1.72,0.5086973634
1.74,0.5123410619
1.76,0.5160478917
1.78,0.5198183673
1.8,0.5236533598
1.82,0.5275538732
1.84,0.531520863
1.86,0.5355552265
1.88,0.5396576724
1.9,0.5438287275
1.92,0.548068873
1.94,0.5523787356
1.96,0.5567590852
1.98,0.5612106495
2,0.5657340493
2.02,0.570329977
2.04,0.5749992846
2.06,0.5797428777
2.08,0.5845615939
2.1,0.5894562467
2.12,0.5944276507
2.14,0.5994763404
2.16,0.6046026307
2.18,0.6098069477
2.2,0.6150901341
2.22,0.6204532766
2.24,0.6258974183
2.26,0.6314235465
2.28,0.6370324119
2.3,0.642724428
2.32,0.6484997981
2.34,0.6543590475
2.36,0.6603031636
2.38,0.6663332297
2.4,0.6724503245
2.42,0.6786554064
2.44,0.6849491802
2.46,0.6913318735
2.48,0.6978037603
2.5,0.7043655552
2.52,0.7110181641
2.54,0.717762606
2.56,0.724599869
2.58,0.7315309998
2.6,0.7385565802
2.62,0.7456771977
2.64,0.7528937304
2.66,0.7602070246
2.68,0.7676178038
2.7,0.7751266821
2.72,0.7827346416
2.74,0.7904423229
2.76,0.7982507842
2.78,0.8061613498
2.8,0.814175426
2.82,0.8222940356
2.84,0.8305181258
2.86,0.8388488551
2.88,0.8472868338
2.9,0.8558332579
2.92,0.864489559
2.94,0.8732575622
2.96,0.8821384582
2.98,0.8911340714
3,0.9002459966
3.02,0.9094755596
3.04,0.9188246197
3.06,0.9282954387
3.08,0.9378905327
3.1,0.9476117567
3.12,0.9574622241
3.14,0.9674440056
3.16,0.9775591383
3.18,0.9878096147
3.2,0.9981983856
3.22,1.0087281745
3.24,1.0194022818
3.26,1.0302258783
3.28,1.0412028705
3.3,1.052337181
3.32,1.0636318636
3.34,1.0750908257
3.36,1.0867162537
3.38,1.0985118306
3.4,1.1104831751
3.42,1.1226356064
3.44,1.1349751697
3.46,1.1475076258
3.48,1.1602399059
3.5,1.1731755387
3.52,1.1863192515
3.54,1.1996764544
3.56,1.2132519142
3.58,1.2270506645
3.6,1.2410780644
3.62,1.2553418801
3.64,1.2698466138
3.66,1.2845985218
3.68,1.2996040114
3.7,1.3148678478
3.72,1.3303927239
3.74,1.3461801508
3.76,1.3622341089
3.78,1.3785549795
3.8,1.3951458028
3.82,1.4120112045
3.84,1.4291556151
3.86,1.4465811127
3.88,1.4642878786
3.9,1.4822777183
3.92,1.5005470587
3.94,1.5190936428
3.96,1.5379174342
3.98,1.5570205745
4,1.5764043689
4.02,1.5960699554
4.04,1.6160213564
4.06,1.6362563836
4.08,1.6567717661
4.1,1.677564036
4.12,1.6986301055
4.14,1.7199640823
4.16,1.7415617972
4.18,1.7634243886
4.2,1.7855499899
4.22,1.8079375996
4.24,1.8305870805
4.26,1.8534981079
4.28,1.8766645553
4.3,1.9000819555
4.32,1.9237486954
4.34,1.9476600218
4.36,1.971814237
4.38,1.9962149646
4.4,2.0208669993
4.42,2.0457718552
4.44,2.0709357787
4.46,2.0963626134
4.48,2.1220499416
4.5,2.1479947843
4.52,2.1741940986
4.54,2.2006358106
4.56,2.2273037965
4.58,2.254182815
4.6,2.2812488512
4.62,2.3084741897
4.64,2.3358336487
4.66,2.3632976226
4.68,2.3908290902
4.7,2.4183952968
4.72,2.445959489
4.74,2.4734793684
4.76,2.5009184047
4.78,2.5282426729
4.8,2.5554128161
4.82,2.5823971769
4.84,2.6091675888
4.86,2.6356904408
4.88,2.6619397616
4.9,2.6878942442
4.92,2.7135258797
4.94,2.7388134035
4.96,2.7637396923
4.98,2.7882809995
5,2.8124233466
5.02,2.8361596987
5.04,2.8594792723
5.06,2.8823824139
5.08,2.9048735317
5.1,2.9269483874
5.12,2.9486100362
5.14,2.9698588833
5.16,2.9906874299
5.18,3.0110997161
5.2,3.0311005125
5.22,3.0506935886
5.24,3.0698966648
5.26,3.0887218878
5.28,3.1071794
5.3,3.125288172
5.32,3.1430583375
5.34,3.1605063805
5.36,3.1776594191
5.38,3.1945379243
5.4,3.2111737373
5.42,3.2275984268
5.44,3.2438337672
5.46,3.2599106737
5.48,3.2758519646
5.5,3.2916800148
5.52,3.307427473
5.54,3.3231169286
5.56,3.3387773824
5.58,3.3544372814
5.6,3.3701136986
5.62,3.3858308075
5.64,3.4016018652
5.66,3.4174359467
5.68,3.4333457399
5.7,3.4493310931
5.72,3.4653990198
5.74,3.4815548365
5.76,3.4977997247
5.78,3.5141444674
5.8,3.5305888428
5.82,3.5471352513
5.84,3.5637829118
5.86,3.5805209312
5.88,3.5973456198
5.9,3.6142441127
5.92,3.6312098403
5.94,3.6482393652
5.96,3.6653253339
5.98,3.6824699191
6,3.6996661645
6.02,3.7169112279
6.04,3.7342001917
6.06,3.7515228428
6.08,3.7688758108
6.1,3.7862471283
6.12,3.803633318
6.14,3.8210298365
6.16,3.8384371979
6.18,3.8558645213
6.2,3.8733174239
6.22,3.8908112678
6.24,3.9083497046
6.26,3.9259435412
6.28,3.9435946049
6.3,3.9613117243
6.32,3.9791036782
6.34,3.9969804381
6.36,4.0149573548
6.38,4.0330399468
6.4,4.0512403775
6.42,4.0695552999
6.44,4.0879937991
6.46,4.1065481933
6.48,4.1252155996
6.5,4.1440237097
6.52,4.1629676896
6.54,4.1820536128
6.56,4.2012880487
6.58,4.2206780913
6.6,4.24023245
6.62,4.2599620152
6.64,4.2798789694
6.66,4.2999947666
6.68,4.3203178209
6.7,4.3408522322
6.72,4.3615976552
6.74,4.382549728
6.76,4.4037007346
6.78,4.4250396927
6.8,4.446552103
6.82,4.4682194931
6.84,4.4900189652
6.86,4.5119225463
6.88,4.5338969925
6.9,4.5559041843
6.92,4.5779014741
6.94,4.5998416158
6.96,4.6216734321
6.98,4.643342181
7,4.664791392
7.02,4.6859659
7.04,4.7068167627
7.06,4.727307301
7.08,4.7474187041
7.1,4.7671547766
7.12,4.7865448466
7.14,4.8056451039
7.16,4.8245383299
7.18,4.8433324919
7.2,4.8621581738
7.22,4.8811651138
7.24,4.900519619
7.26,4.9204011557
7.28,4.9409978813
7.3,4.9625004362
7.32,4.9850940039
7.34,5.0089506376
7.36,5.034221769
7.38,5.0610311692
7.4,5.0894686552
7.42,5.1195833569
7.44,5.1513771491
7.46,5.1848015662
7.48,5.2197602212
7.5,5.2561146504
7.52,5.2936898576
7.54,5.332278733
7.56,5.3716428705
7.58,5.4115126467
7.6,5.4515917387
7.62,5.491567069
7.64,5.5311238771
7.66,5.5699624484
7.68,5.6078118667
7.7,5.644437471
7.72,5.6796401878
7.74,5.7132493399
7.76,5.7451152476
7.78,5.7751072715
7.8,5.8031202726
7.82,5.8290870224
7.84,5.8529908513
7.86,5.8748701912
7.88,5.8948117106
7.9,5.9129340742
7.92,5.9293684198
7.94,5.9442388786
7.96,5.9576506533
7.98,5.9696850365
8,5.9804024268
8.02,5.9898486321
8.04,5.998064797
8.06,6.0050932483
8.08,6.0109819796
8.1,6.0157853687
8.12,6.019560985
8.14,6.0223665252
8.16,6.0242554465
8.18,6.0252751009
8.2,6.0254662431
8.22,6.0248623214
8.24,6.0234902278
8.26,6.0213731912
8.28,6.0185344417
8.3,6.015002343
8.32,6.0108052139
8.34,6.0059651216
8.36,6.0004937971
8.38,5.9943995716
8.4,5.9877022016
8.42,5.9808389657
8.44,5.972890564
8.46,5.9647479459
8.48,5.9564810606
8.5,5.9479808299
8.52,5.9392944354
8.54,5.930754405
8.56,5.9222616096
8.58,5.9138885491
8.6,5.9057033555
8.62,5.8977829359
8.64,5.8902354607
8.66,5.8828219618
8.68,5.8758594822
8.7,5.8690745288
8.72,5.8628853663
8.74,5.8586174232
8.76,5.8516523822
8.78,5.8468292907
8.8,5.8417536206
8.82,5.8368643984
8.84,5.8319991585
8.86,5.8271801635
8.88,5.8223070223
8.9,5.8171380887
8.92,5.8113928382
8.94,5.8049855024
8.96,5.7980732848
8.98,5.7908619148
9,5.783429889
9.02,5.7757521992
9.04,5.7678258996
9.06,5.7597298111
9.08,5.7516045368
9.1,5.7435242649
9.12,5.7354504727
9.14,5.7273719339
9.16,5.7193761184
9.18,5.7115950202
9.2,5.7041719889
9.22,5.697200108
9.24,5.6906879312
9.26,5.6846704591
