-5,6.548e-06,1.648e-06
-4.99,6.606e-06,1.6614e-06
-4.98,6.6639e-06,1.6748e-06
-4.97,6.7218e-06,1.6883e-06
-4.96,6.7797e-06,1.7017e-06
-4.95,6.8376e-06,1.7151e-06
-4.94,6.8955e-06,1.7286e-06
-4.93,6.9535e-06,1.742e-06
-4.92,7.0114e-06,1.7554e-06
-4.91,7.0693e-06,1.7689e-06
-4.9,7.1272e-06,1.7823e-06
-4.89,7.1851e-06,1.7957e-06
-4.88,7.243e-06,1.8092e-06
-4.87,7.301e-06,1.8226e-06
-4.86,7.3589e-06,1.836e-06
-4.85,7.4168e-06,1.8495e-06
-4.84,7.4747e-06,1.8629e-06
-4.83,7.5326e-06,1.8763e-06
-4.82,7.5905e-06,1.8897e-06
-4.81,7.6485e-06,1.9032e-06
-4.8,7.7064e-06,1.9166e-06
-4.79,7.7643e-06,1.93e-06
-4.78,7.8222e-06,1.9435e-06
-4.77,7.8801e-06,1.9569e-06
-4.76,7.938e-06,1.9703e-06
-4.75,7.996e-06,1.9838e-06
-4.74,8.0756e-06,2.0052e-06
-4.73,8.1552e-06,2.0266e-06
-4.72,8.2348e-06,2.048e-06
-4.71,8.3144e-06,2.0695e-06
-4.7,8.3941e-06,2.0909e-06
-4.69,8.4737e-06,2.1123e-06
-4.68,8.5533e-06,2.1337e-06
-4.67,8.6329e-06,2.1551e-06
-4.66,8.7125e-06,2.1766e-06
-4.65,8.7921e-06,2.198e-06
-4.64,8.8718e-06,2.2194e-06
-4.63,8.9514e-06,2.2408e-06
-4.62,9.031e-06,2.2622e-06
-4.61,9.1106e-06,2.2837e-06
-4.6,9.1902e-06,2.3051e-06
-4.59,9.2698e-06,2.3265e-06
-4.58,9.3495e-06,2.3479e-06
-4.57,9.4291e-06,2.3694e-06
-4.56,9.5087e-06,2.3908e-06
-4.55,9.5883e-06,2.4122e-06
-4.54,9.6679e-06,2.4336e-06
-4.53,9.7475e-06,2.455e-06
-4.52,9.8272e-06,2.4765e-06
-4.51,9.9068e-06,2.4979e-06
-4.5,9.9864e-06,2.5193e-06
-4.49,1.0098e-05,2.5541e-06
-4.48,1.021e-05,2.5889e-06
-4.47,1.0321e-05,2.6237e-06
-4.46,1.0433e-05,2.6585e-06
-4.45,1.0544e-05,2.6933e-06
-4.44,1.0656e-05,2.7281e-06
-4.43,1.0768e-05,2.7629e-06
-4.42,1.0879e-05,2.7977e-06
-4.41,1.0991e-05,2.8325e-06
-4.4,1.1102e-05,2.8673e-06
-4.39,1.1214e-05,2.9021e-06
-4.38,1.1326e-05,2.9369e-06
-4.37,1.1437e-05,2.9717e-06
-4.36,1.1549e-05,3.0065e-06
-4.35,1.166e-05,3.0413e-06
-4.34,1.1772e-05,3.0761e-06
-4.33,1.1884e-05,3.1109e-06
-4.32,1.1995e-05,3.1457e-06
-4.31,1.2107e-05,3.1805e-06
-4.3,1.2218e-05,3.2153e-06
-4.29,1.233e-05,3.2501e-06
-4.28,1.2442e-05,3.2849e-06
-4.27,1.2553e-05,3.3197e-06
-4.26,1.2665e-05,3.3545e-06
-4.25,1.2776e-05,3.3893e-06
-4.24,1.2937e-05,3.4469e-06
-4.23,1.3098e-05,3.5045e-06
-4.22,1.3259e-05,3.5621e-06
-4.21,1.3419e-05,3.6197e-06
-4.2,1.358e-05,3.6773e-06
-4.19,1.3741e-05,3.7349e-06
-4.18,1.3902e-05,3.7925e-06
-4.17,1.4063e-05,3.8501e-06
-4.16,1.4223e-05,3.9077e-06
-4.15,1.4384e-05,3.9653e-06
-4.14,1.4545e-05,4.0229e-06
-4.13,1.4706e-05,4.0804e-06
-4.12,1.4867e-05,4.138e-06
-4.11,1.5027e-05,4.1956e-06
-4.1,1.5188e-05,4.2532e-06
-4.09,1.5349e-05,4.3108e-06
-4.08,1.551e-05,4.3684e-06
-4.07,1.5671e-05,4.426e-06
-4.06,1.5831e-05,4.4836e-06
-4.05,1.5992e-05,4.5412e-06
-4.04,1.6153e-05,4.5988e-06
-4.03,1.6314e-05,4.6564e-06
-4.02,1.6475e-05,4.714e-06
-4.01,1.6635e-05,4.7716e-06
-4,1.6796e-05,4.8292e-06
-3.99,1.7033e-05,4.9265e-06
-3.98,1.727e-05,5.0238e-06
-3.97,1.7507e-05,5.1211e-06
