x/D,u'^2/U^2,v'^2/U^2
-2,3.19829200E-004,2.044199000E-004
-1.992,3.25142200E-004,2.085375000E-004
-1.984,3.30545000E-004,2.127455000E-004
-1.976,3.35883900E-004,2.169707000E-004
-1.968,3.41062500E-004,2.210865000E-004
-1.96,3.46249400E-004,2.252156000E-004
-1.952,3.51507000E-004,2.294085000E-004
-1.944,3.56900100E-004,2.338340000E-004
-1.936,3.62913800E-004,2.390722000E-004
-1.928,3.69448700E-004,2.447651000E-004
-1.92,3.76025500E-004,2.504848000E-004
-1.912,3.82643900E-004,2.562300000E-004
-1.904,3.89470100E-004,2.619992000E-004
-1.896,3.96508100E-004,2.678327000E-004
-1.888,4.03694000E-004,2.736046000E-004
-1.88,4.11064500E-004,2.795087000E-004
-1.872,4.18501600E-004,2.856329000E-004
-1.864,4.26092700E-004,2.918956000E-004
-1.856,4.33928000E-004,2.982409000E-004
-1.848,4.41728100E-004,3.046397000E-004
-1.84,4.49812800E-004,3.113152000E-004
-1.832,4.58043200E-004,3.181986000E-004
-1.824,4.66439500E-004,3.252184000E-004
-1.816,4.75188400E-004,3.324534000E-004
-1.808,4.83776900E-004,3.396434000E-004
-1.8,4.92498500E-004,3.470993000E-004
-1.792,5.01203500E-004,3.545724000E-004
-1.784,5.10271100E-004,3.622056000E-004
-1.776,5.19342900E-004,3.699525000E-004
-1.768,5.28552900E-004,3.778308000E-004
-1.76,5.38000800E-004,3.860411000E-004
-1.752,5.47809300E-004,3.945076000E-004
-1.744,5.57846100E-004,4.033714000E-004
-1.736,5.68417300E-004,4.126084000E-004
-1.728,5.79270900E-004,4.219499000E-004
-1.72,5.90062800E-004,4.311854000E-004
-1.712,6.01223800E-004,4.407870000E-004
-1.704,6.12970500E-004,4.507635000E-004
-1.696,6.25147900E-004,4.609968000E-004
-1.688,6.37615900E-004,4.715469000E-004
-1.68,6.50551800E-004,4.823834000E-004
-1.672,6.63639400E-004,4.932867000E-004
-1.664,6.77165300E-004,5.044638000E-004
-1.656,6.90650000E-004,5.159964000E-004
-1.648,7.04043200E-004,5.278341000E-004
-1.64,7.18040700E-004,5.399632000E-004
-1.632,7.32381800E-004,5.525878000E-004
-1.624,7.47188100E-004,5.656597000E-004
-1.616,7.62399400E-004,5.788437000E-004
-1.608,7.77598900E-004,5.923031000E-004
-1.6,7.93448400E-004,6.062501000E-004
-1.592,8.09698300E-004,6.205068000E-004
-1.584,8.26283000E-004,6.351209000E-004
-1.576,8.42937700E-004,6.502069000E-004
-1.568,8.59808100E-004,6.657098000E-004
-1.56,8.77196200E-004,6.815719000E-004
-1.552,8.94834100E-004,6.978663000E-004
-1.544,9.12264700E-004,7.142855000E-004
-1.536,9.29889100E-004,7.310098000E-004
-1.528,9.48489000E-004,7.490840000E-004
-1.52,9.67404500E-004,7.677068000E-004
-1.512,9.86560000E-004,7.865583000E-004
-1.504,1.00536700E-003,8.051346000E-004
-1.496,1.02575900E-003,8.246558000E-004
-1.488,1.04701200E-003,8.449268000E-004
-1.48,1.06870410E-003,8.654936000E-004
-1.472,1.09039520E-003,8.864084000E-004
-1.464,1.11289640E-003,9.084135000E-004
-1.456,1.13653910E-003,9.314621000E-004
-1.448,1.16066060E-003,9.546428000E-004
-1.44,1.18652000E-003,9.789546000E-004
-1.432,1.21304710E-003,1.004509500E-003
-1.424,1.24001620E-003,1.030312300E-003
-1.416,1.26791380E-003,1.056662100E-003
-1.408,1.29639560E-003,1.083539400E-003
-1.4,1.32519390E-003,1.111007800E-003
-1.392,1.35440180E-003,1.139133800E-003
-1.384,1.38531200E-003,1.168247000E-003
-1.376,1.41673010E-003,1.198078600E-003
-1.368,1.44891880E-003,1.229234400E-003
-1.36,1.48413820E-003,1.262171300E-003
-1.352,1.51948390E-003,1.295574000E-003
-1.344,1.55391240E-003,1.329012300E-003
-1.336,1.58987240E-003,1.363813000E-003
-1.328,1.62668690E-003,1.399790800E-003
-1.32,1.66361240E-003,1.436685500E-003
-1.312,1.70220760E-003,1.475358600E-003
-1.304,1.74244500E-003,1.516026100E-003
-1.296,1.78508040E-003,1.559482100E-003
-1.288,1.82841180E-003,1.603924600E-003
-1.28,1.87094640E-003,1.648030500E-003
-1.272,1.91433990E-003,1.692386900E-003
-1.264,1.95860490E-003,1.738178000E-003
-1.256,2.00640380E-003,1.787080900E-003
-1.248,2.05592870E-003,1.838546500E-003
-1.24,2.10683330E-003,1.890742700E-003
-1.232,2.15993150E-003,1.945533300E-003
-1.224,2.21488390E-003,2.001484600E-003
-1.216,2.27334690E-003,2.061298200E-003
-1.208,2.33461330E-003,2.123160700E-003
-1.2,2.39669420E-003,2.186333200E-003
-1.192,2.45917060E-003,2.250431700E-003
-1.184,2.52372470E-003,2.316676700E-003
-1.176,2.58911500E-003,2.385121000E-003
-1.168,2.65403520E-003,2.453724200E-003
-1.16,2.72064090E-003,2.524574000E-003
-1.152,2.79164400E-003,2.599879200E-003
-1.144,2.86537130E-003,2.677165800E-003
-1.136,2.94143480E-003,2.759135400E-003
-1.128,3.02081720E-003,2.844594700E-003
-1.12,3.10455260E-003,2.933188400E-003
-1.112,3.19182020E-003,3.025464900E-003
-1.104,3.28514050E-003,3.122948500E-003
-1.096,3.38078840E-003,3.224857400E-003
-1.088,3.48179800E-003,3.331817000E-003
