-5,1.031,-0.0082535
-4.99,1.0311,-0.0082694
-4.98,1.0312,-0.0082854
-4.97,1.0313,-0.0083013
-4.96,1.0314,-0.0083172
-4.95,1.0316,-0.0083331
-4.94,1.0317,-0.0083491
-4.93,1.0318,-0.008365
-4.92,1.0319,-0.0083809
-4.91,1.032,-0.0083968
-4.9,1.0321,-0.0084128
-4.89,1.0322,-0.0084287
-4.88,1.0323,-0.0084446
-4.87,1.0324,-0.0084605
-4.86,1.0325,-0.0084765
-4.85,1.0326,-0.0084924
-4.84,1.0327,-0.0085083
-4.83,1.0328,-0.0085242
-4.82,1.0329,-0.0085402
-4.81,1.033,-0.0085561
-4.8,1.0331,-0.008572
-4.79,1.0332,-0.0085879
-4.78,1.0333,-0.0086039
-4.77,1.0334,-0.0086198
-4.76,1.0335,-0.0086357
-4.75,1.0336,-0.0086516
-4.74,1.0337,-0.0086661
-4.73,1.0338,-0.0086806
-4.72,1.0339,-0.0086951
-4.71,1.0341,-0.0087095
-4.7,1.0342,-0.008724
-4.69,1.0343,-0.0087385
-4.68,1.0344,-0.0087529
-4.67,1.0345,-0.0087674
-4.66,1.0346,-0.0087819
-4.65,1.0348,-0.0087963
-4.64,1.0349,-0.0088108
-4.63,1.035,-0.0088253
-4.62,1.0351,-0.0088397
-4.61,1.0352,-0.0088542
-4.6,1.0353,-0.0088687
-4.59,1.0355,-0.0088831
-4.58,1.0356,-0.0088976
-4.57,1.0357,-0.0089121
-4.56,1.0358,-0.0089265
-4.55,1.0359,-0.008941
-4.54,1.036,-0.0089555
-4.53,1.0361,-0.0089699
-4.52,1.0363,-0.0089844
-4.51,1.0364,-0.0089989
-4.5,1.0365,-0.0090133
-4.49,1.0366,-0.0090258
-4.48,1.0368,-0.0090383
-4.47,1.0369,-0.0090507
-4.46,1.037,-0.0090632
-4.45,1.0372,-0.0090757
-4.44,1.0373,-0.0090881
-4.43,1.0374,-0.0091006
-4.42,1.0376,-0.009113
-4.41,1.0377,-0.0091255
-4.4,1.0378,-0.009138
-4.39,1.0379,-0.0091504
-4.38,1.0381,-0.0091629
-4.37,1.0382,-0.0091753
-4.36,1.0383,-0.0091878
-4.35,1.0385,-0.0092003
-4.34,1.0386,-0.0092127
-4.33,1.0387,-0.0092252
-4.32,1.0389,-0.0092377
-4.31,1.039,-0.0092501
-4.3,1.0391,-0.0092626
-4.29,1.0393,-0.009275
-4.28,1.0394,-0.0092875
-4.27,1.0395,-0.0093
-4.26,1.0397,-0.0093124
-4.25,1.0398,-0.0093249
-4.24,1.04,-0.0093344
-4.23,1.0401,-0.0093438
-4.22,1.0403,-0.0093533
-4.21,1.0404,-0.0093627
-4.2,1.0406,-0.0093722
-4.19,1.0407,-0.0093817
-4.18,1.0409,-0.0093911
-4.17,1.041,-0.0094006
-4.16,1.0412,-0.0094101
-4.15,1.0413,-0.0094195
-4.14,1.0415,-0.009429
-4.13,1.0416,-0.0094385
-4.12,1.0418,-0.0094479
-4.11,1.0419,-0.0094574
-4.1,1.0421,-0.0094668
-4.09,1.0422,-0.0094763
-4.08,1.0424,-0.0094858
-4.07,1.0425,-0.0094952
-4.06,1.0427,-0.0095047
-4.05,1.0428,-0.0095142
-4.04,1.043,-0.0095236
-4.03,1.0432,-0.0095331
-4.02,1.0433,-0.0095425
