tc,Energy,Dissipation Rate, Enstrophy
6.6888,0.10907,0.0071768,4.9503
6.6988,0.109,0.0071984,4.961
6.7088,0.10892,0.0072188,4.9713
6.7188,0.10885,0.0072364,4.9814
6.7288,0.10878,0.0072523,4.9913
6.7388,0.10871,0.0072681,5.0009
6.7488,0.10863,0.007284,5.0102
6.7588,0.10856,0.0072995,5.0192
6.7688,0.10849,0.0073149,5.028
6.7788,0.10842,0.0073304,5.0366
6.7888,0.10834,0.0073456,5.0449
6.7988,0.10827,0.0073606,5.053
6.8088,0.1082,0.0073748,5.0609
6.8188,0.10812,0.0073882,5.0687
6.8288,0.10805,0.0074006,5.0763
6.8388,0.10797,0.0074125,5.0838
6.8487,0.1079,0.0074238,5.0912
6.8587,0.10782,0.0074345,5.0986
6.8687,0.10775,0.0074459,5.106
6.8787,0.10768,0.0074566,5.1134
6.8887,0.1076,0.0074664,5.1208
6.8987,0.10753,0.0074764,5.1283
6.9087,0.10745,0.0074864,5.136
6.9187,0.10738,0.0074973,5.1437
6.9287,0.1073,0.0075083,5.1517
6.9387,0.10723,0.0075191,5.1597
6.9487,0.10715,0.00753,5.168
6.9587,0.10708,0.0075411,5.1765
6.9687,0.107,0.0075526,5.1853
6.9787,0.10693,0.0075643,5.1943
6.9887,0.10685,0.0075765,5.2036
6.9987,0.10677,0.0075893,5.2132
7.0087,0.1067,0.0076025,5.2231
7.0187,0.10662,0.0076154,5.2332
7.0287,0.10655,0.0076285,5.2438
7.0387,0.10647,0.0076431,5.2546
7.0487,0.10639,0.007659,5.2657
7.0587,0.10632,0.0076747,5.2771
7.0687,0.10624,0.0076909,5.2888
7.0787,0.10616,0.0077077,5.3009
7.0887,0.10609,0.0077253,5.3133
7.0987,0.10601,0.0077445,5.3259
7.1087,0.10593,0.0077645,5.3389
7.1187,0.10585,0.0077844,5.3522
7.1287,0.10577,0.0078045,5.3658
7.1387,0.1057,0.0078258,5.3798
7.1487,0.10562,0.0078486,5.3941
7.1587,0.10554,0.0078714,5.4087
7.1687,0.10546,0.0078942,5.4236
7.1787,0.10538,0.0079183,5.4389
7.1887,0.1053,0.0079433,5.4545
7.1987,0.10522,0.0079696,5.4704
7.2087,0.10514,0.0079966,5.4866
7.2187,0.10506,0.0080238,5.5032
7.2287,0.10498,0.008052,5.5201
7.2387,0.1049,0.0080812,5.5373
7.2487,0.10482,0.00811,5.5548
7.2587,0.10474,0.0081382,5.5727
7.2687,0.10466,0.0081674,5.5909
7.2787,0.10458,0.0081979,5.6094
7.2887,0.10449,0.0082287,5.6282
7.2987,0.10441,0.0082606,5.6474
7.3087,0.10433,0.0082937,5.6669
7.3187,0.10425,0.0083264,5.6866
7.3287,0.10416,0.0083597,5.7067
7.3387,0.10408,0.0083928,5.7271
7.3487,0.10399,0.0084254,5.7477
7.3587,0.10391,0.0084597,5.7686
7.3687,0.10383,0.008495,5.7897
7.3787,0.10374,0.0085311,5.811
7.3887,0.10365,0.008567,5.8325
7.3986,0.10357,0.0086015,5.8541
7.4086,0.10348,0.0086365,5.8758
7.4186,0.1034,0.0086727,5.8977
7.4286,0.10331,0.0087094,5.9197
7.4386,0.10322,0.0087455,5.9416
7.4486,0.10313,0.0087814,5.9636
7.4586,0.10305,0.0088169,5.9856
7.4686,0.10296,0.0088509,6.0075
7.4786,0.10287,0.0088849,6.0294
7.4886,0.10278,0.0089188,6.0512
7.4986,0.10269,0.0089528,6.0729
7.5086,0.1026,0.008988,6.0945
7.5186,0.10251,0.0090241,6.1159
7.5286,0.10242,0.0090595,6.137
7.5386,0.10233,0.0090926,6.158
7.5486,0.10224,0.0091244,6.1788
7.5586,0.10215,0.0091558,6.1995
7.5686,0.10206,0.0091857,6.22
7.5786,0.10196,0.0092138,6.2404
7.5886,0.10187,0.0092416,6.2606
7.5986,0.10178,0.0092696,6.2808
7.6086,0.10169,0.0092986,6.3008
7.6186,0.10159,0.0093295,6.3207
7.6286,0.1015,0.0093605,6.3404
7.6386,0.10141,0.0093903,6.3599
7.6486,0.10131,0.0094186,6.3794
7.6586,0.10122,0.0094466,6.3987
7.6686,0.10112,0.0094742,6.4178
7.6786,0.10103,0.0095017,6.4369
7.6886,0.10093,0.0095303,6.4558
7.6986,0.10084,0.0095602,6.4745
7.7086,0.10074,0.0095903,6.4932
7.7186,0.10065,0.0096197,6.5116
7.7286,0.10055,0.0096483,6.53
7.7386,0.10045,0.0096773,6.5482
7.7486,0.10036,0.0097063,6.5663
7.7586,0.10026,0.0097355,6.5843
7.7686,0.10016,0.0097661,6.6022
7.7786,0.10006,0.0097956,6.62
7.7886,0.099966,0.0098239,6.6378
7.7986,0.099868,0.0098531,6.6555
7.8086,0.099769,0.009884,6.6732
7.8186,0.09967,0.0099143,6.6908
7.8286,0.099571,0.0099451,6.7084
7.8386,0.099471,0.0099774,6.7259
7.8486,0.099371,0.010011,6.7434
7.8586,0.099271,0.010045,6.7609
7.8686,0.09917,0.010077,6.7783
7.8786,0.099069,0.010109,6.7957
7.8886,0.098968,0.010142,6.8131
7.8986,0.098867,0.010174,6.8304
7.9086,0.098765,0.010206,6.8477
7.9186,0.098662,0.010238,6.8649
7.9286,0.09856,0.010271,6.8821
7.9386,0.098457,0.010305,6.8992
7.9485,0.098354,0.010341,6.9162
7.9585,0.09825,0.010377,6.933
7.9685,0.098146,0.010413,6.9496
7.9785,0.098042,0.010447,6.9661
7.9885,0.097937,0.010481,6.9823
7.9985,0.097832,0.010514,6.9984
8.0085,0.097727,0.010546,7.0142
8.0185,0.097622,0.010579,7.0298
8.0285,0.097516,0.010612,7.0452
8.0385,0.097409,0.010645,7.0603
8.0485,0.097303,0.010677,7.075
8.0585,0.097196,0.010708,7.0895
8.0685,0.097089,0.01074,7.1038
8.0785,0.096981,0.010773,7.1177
8.0885,0.096873,0.010804,7.1313
8.0985,0.096765,0.010834,7.1446
8.1085,0.096657,0.010864,7.1576
8.1185,0.096548,0.010892,7.1702
8.1285,0.096439,0.010917,7.1825
8.1385,0.09633,0.010943,7.1947
8.1485,0.09622,0.01097,7.2065
8.1585,0.09611,0.010995,7.2181
8.1685,0.096,0.011022,7.2295
8.1785,0.09589,0.011049,7.2406
8.1885,0.095779,0.011073,7.2515
8.1985,0.095668,0.011097,7.2623
8.2085,0.095557,0.01112,7.2729
8.2185,0.095446,0.011142,7.2833
8.2285,0.095334,0.011163,7.2936
8.2385,0.095223,0.011182,7.3039
8.2485,0.095111,0.011202,7.3139
8.2585,0.094999,0.01122,7.3239
8.2685,0.094887,0.011237,7.3337
8.2785,0.094774,0.011256,7.3434
8.2885,0.094661,0.011272,7.3531
8.2985,0.094549,0.011287,7.3626
8.3085,0.094436,0.011302,7.3721
8.3185,0.094323,0.011315,7.3815
8.3285,0.094209,0.011328,7.3908
8.3385,0.094096,0.011339,7.4001
8.3485,0.093983,0.01135,7.4094
8.3585,0.093869,0.011361,7.4186
8.3685,0.093756,0.011374,7.4277
8.3785,0.093642,0.011391,7.4368
8.3885,0.093528,0.011411,7.4457
8.3985,0.093414,0.011427,7.4544
8.4085,0.093299,0.011436,7.4631
8.4185,0.093185,0.011447,7.4718
8.4285,0.09307,0.011461,7.4806
8.4385,0.092956,0.011476,7.4894
8.4485,0.092841,0.011495,7.4982
8.4585,0.092726,0.011519,7.507
8.4685,0.092611,0.011546,7.5157
8.4785,0.092495,0.01157,7.5244
8.4885,0.092379,0.01159,7.5332
8.4984,0.092263,0.011605,7.5421
8.5084,0.092147,0.011621,7.5513
8.5184,0.092031,0.01164,7.5606
8.5284,0.091914,0.011664,7.57
8.5384,0.091798,0.011692,7.5795
8.5484,0.091681,0.01172,7.5889
8.5584,0.091563,0.011747,7.5982
8.5684,0.091446,0.011773,7.6075
8.5784,0.091328,0.011794,7.6168
8.5884,0.09121,0.01181,7.6262
8.5984,0.091092,0.011826,7.6358
8.6084,0.090973,0.011849,7.6454
8.6184,0.090855,0.011875,7.6551
8.6284,0.090736,0.011906,7.6647
8.6384,0.090617,0.011936,7.6744
8.6484,0.090497,0.011961,7.684
8.6584,0.090378,0.011983,7.6937
8.6684,0.090258,0.012005,7.7035
8.6784,0.090137,0.012026,7.7134
8.6884,0.090017,0.012048,7.7235
8.6984,0.089897,0.012072,7.7334
8.7084,0.089776,0.012091,7.7432
8.7184,0.089655,0.012109,7.7529
8.7284,0.089534,0.012129,7.7624
8.7384,0.089412,0.012144,7.7717
8.7484,0.089291,0.012154,7.7808
8.7584,0.089169,0.012161,7.7898
8.7684,0.089048,0.012169,7.7987
8.7784,0.088926,0.012181,7.8073
8.7884,0.088804,0.012195,7.8155
8.7984,0.088682,0.012211,7.8235
8.8084,0.08856,0.012223,7.8312
8.8184,0.088438,0.012229,7.8386
8.8284,0.088315,0.012238,7.8459
8.8384,0.088193,0.012252,7.853
8.8484,0.08807,0.012268,7.8598
8.8584,0.087948,0.012283,7.8664
8.8684,0.087825,0.012295,7.8727
8.8784,0.087702,0.012306,7.8786
8.8884,0.087579,0.012317,7.8843
8.8984,0.087455,0.012326,7.8897
8.9084,0.087332,0.012338,7.8949
8.9184,0.087209,0.012349,7.8998
8.9284,0.087085,0.012356,7.9043
8.9384,0.086962,0.012364,7.9085
8.9484,0.086838,0.012371,7.9122
8.9584,0.086714,0.012376,7.9155
8.9684,0.086591,0.012376,7.9185
8.9784,0.086467,0.012374,7.9212
8.9884,0.086343,0.012374,7.9236
8.9984,0.086219,0.012377,7.9255
9.0084,0.086096,0.012385,7.9268
9.0184,0.085972,0.012388,7.9276
9.0284,0.085848,0.012383,7.928
9.0384,0.085724,0.012372,7.9281
9.0483,0.0856,0.01236,7.9279
9.0583,0.085477,0.012355,7.9274
9.0683,0.085353,0.012358,7.9263
9.0783,0.08523,0.012363,7.9247
9.0883,0.085106,0.012365,7.9227
9.0983,0.084983,0.012357,7.9201
9.1083,0.084859,0.012343,7.9173
9.1183,0.084736,0.012334,7.9141
9.1283,0.084612,0.012332,7.9106
9.1383,0.084489,0.012331,7.9065
9.1483,0.084366,0.012326,7.902
9.1583,0.084243,0.012314,7.8971
9.1683,0.08412,0.012299,7.8918
9.1783,0.083997,0.012285,7.8865
9.1883,0.083874,0.012274,7.8809
9.1983,0.083751,0.01227,7.8749
9.2083,0.083629,0.012268,7.8685
9.2183,0.083506,0.012258,7.8617
9.2283,0.083384,0.012246,7.8547
9.2383,0.083261,0.012231,7.8475
9.2483,0.083139,0.012213,7.8402
9.2583,0.083017,0.0122,7.8327
9.2683,0.082895,0.012191,7.825
9.2783,0.082773,0.012181,7.8171
9.2883,0.082651,0.012166,7.8091
9.2983,0.08253,0.012145,7.8012
9.3083,0.082409,0.012125,7.7933
9.3183,0.082287,0.012104,7.7856
9.3283,0.082167,0.012085,7.7779
9.3383,0.082046,0.012073,7.7703
9.3483,0.081925,0.012062,7.7628
9.3583,0.081805,0.012047,7.7554
9.3683,0.081684,0.012029,7.7482
9.3783,0.081564,0.01201,7.7413
9.3883,0.081444,0.011991,7.7347
9.3983,0.081324,0.01197,7.7283
9.4083,0.081205,0.011951,7.7223
9.4183,0.081085,0.011935,7.7166
9.4283,0.080966,0.01192,7.7113
9.4383,0.080847,0.011905,7.7062
9.4483,0.080728,0.011889,7.7014
9.4583,0.080609,0.011873,7.6971
9.4683,0.080491,0.011857,7.6931
9.4783,0.080372,0.011841,7.6895
9.4883,0.080254,0.011828,7.6862
9.4983,0.080136,0.011816,7.6832
9.5083,0.080017,0.011806,7.6806
9.5183,0.079899,0.011798,7.6781
9.5283,0.079782,0.01179,7.6759
9.5383,0.079664,0.011783,7.674
9.5483,0.079546,0.011776,7.6723
9.5583,0.079428,0.011769,7.6707
9.5683,0.079311,0.011761,7.6693
9.5783,0.079193,0.011755,7.668
9.5882,0.079076,0.011749,7.6668
9.5982,0.078958,0.011746,7.6656
9.6082,0.078841,0.011746,7.6645
9.6182,0.078723,0.011746,7.6633
9.6282,0.078606,0.011741,7.6621
9.6382,0.078488,0.011736,7.6609
9.6482,0.078371,0.011731,7.6596
9.6582,0.078254,0.011728,7.6583
9.6682,0.078137,0.011726,7.6569
9.6782,0.078019,0.011725,7.6554
9.6882,0.077902,0.011724,7.6537
9.6982,0.077785,0.011722,7.6519
9.7082,0.077668,0.011719,7.65
9.7182,0.077551,0.011717,7.648
9.7282,0.077433,0.011715,7.6458
9.7382,0.077316,0.011712,7.6435
9.7482,0.077199,0.011708,7.6411
9.7582,0.077082,0.011705,7.6386
9.7682,0.076965,0.011701,7.6359
9.7782,0.076848,0.011696,7.6332
9.7882,0.076731,0.011691,7.6303
9.7982,0.076615,0.011687,7.6274
9.8082,0.076498,0.011683,7.6243
9.8182,0.076381,0.011678,7.6212
9.8282,0.076264,0.011672,7.6181
9.8382,0.076147,0.011665,7.6149
9.8482,0.076031,0.01166,7.6117
9.8582,0.075914,0.011656,7.6085
9.8682,0.075798,0.01165,7.6052
9.8782,0.075681,0.011644,7.602
9.8882,0.075565,0.011637,7.5988
9.8982,0.075449,0.01163,7.5956
9.9082,0.075332,0.01162,7.5926
9.9182,0.075216,0.011613,7.5896
9.9282,0.0751,0.011606,7.5868
9.9382,0.074984,0.011598,7.5841
9.9482,0.074868,0.011591,7.5814
9.9582,0.074752,0.011586,7.5789
9.9682,0.074637,0.011581,7.5765
9.9782,0.074521,0.011576,7.5742
9.9882,0.074405,0.011572,7.5719
9.9982,0.074289,0.011568,7.5698
10.008,0.074174,0.011563,7.5677
10.018,0.074058,0.011557,7.5658
10.028,0.073943,0.011553,7.564
10.038,0.073827,0.01155,7.5623
10.048,0.073712,0.011548,7.5606
10.058,0.073596,0.011547,7.559
10.068,0.073481,0.011546,7.5574
10.078,0.073365,0.011547,7.5558
10.088,0.07325,0.011547,7.5541
10.098,0.073135,0.011549,7.5525
10.108,0.073019,0.01155,7.5508
10.118,0.072904,0.01155,7.5492
10.128,0.072788,0.011552,7.5475
10.138,0.072673,0.011554,7.5457
10.148,0.072557,0.011556,7.5439
10.158,0.072442,0.011556,7.542
10.168,0.072326,0.011558,7.5401
10.178,0.07221,0.01156,7.5381
10.188,0.072095,0.011562,7.536
10.198,0.071979,0.011563,7.5338
10.208,0.071864,0.011566,7.5315
10.218,0.071748,0.01157,7.529
10.228,0.071632,0.011573,7.5264
10.238,0.071517,0.011572,7.5237
10.248,0.071401,0.011571,7.5209
10.258,0.071285,0.011569,7.518
10.268,0.071169,0.011566,7.515
10.278,0.071054,0.011563,7.5119
10.288,0.070938,0.01156,7.5088
10.298,0.070823,0.011558,7.5055
10.308,0.070707,0.011554,7.5021
10.318,0.070592,0.01155,7.4985
10.328,0.070476,0.011545,7.4948
10.338,0.070361,0.011541,7.4909
10.348,0.070245,0.011535,7.4869
10.358,0.07013,0.011529,7.4826
10.368,0.070015,0.011522,7.478
10.378,0.0699,0.011513,7.4733
10.388,0.069785,0.011503,7.4683
10.398,0.06967,0.011493,7.4632
10.408,0.069555,0.011483,7.4578
10.418,0.06944,0.011474,7.4522
10.428,0.069325,0.011465,7.4464
10.438,0.069211,0.011454,7.4402
10.448,0.069096,0.011441,7.4338
10.458,0.068982,0.011429,7.4271
10.468,0.068868,0.011417,7.4203
10.478,0.068754,0.011405,7.4132
10.488,0.06864,0.011392,7.406
10.498,0.068526,0.011378,7.3985
10.508,0.068412,0.011365,7.3909
10.518,0.068299,0.011351,7.3832
10.528,0.068185,0.011337,7.3753
10.538,0.068072,0.011325,7.3673
10.548,0.067959,0.011312,7.3591
10.558,0.067846,0.011297,7.3508
10.568,0.067733,0.011283,7.3425
10.578,0.06762,0.011268,7.3341
10.588,0.067508,0.011252,7.3256
10.598,0.067395,0.011237,7.3171
10.608,0.067283,0.011222,7.3086
10.618,0.067171,0.011208,7.3
10.628,0.067059,0.011193,7.2914
10.638,0.066947,0.011178,7.2828
10.648,0.066835,0.011164,7.2742
10.658,0.066724,0.011151,7.2655
10.668,0.066612,0.011137,7.2568
10.678,0.066501,0.011123,7.2479
10.688,0.06639,0.011108,7.239
10.698,0.066279,0.011093,7.23
10.708,0.066168,0.011079,7.2209
10.718,0.066057,0.011066,7.2117
10.728,0.065947,0.011053,7.2023
10.738,0.065836,0.011039,7.1928
10.748,0.065726,0.011024,7.1831
10.758,0.065616,0.011009,7.1732
10.768,0.065506,0.010994,7.1632
10.778,0.065396,0.010979,7.153
10.788,0.065286,0.010963,7.1426
10.798,0.065177,0.010947,7.132
10.808,0.065067,0.010932,7.1212
10.818,0.064958,0.010918,7.1101
10.828,0.064849,0.010902,7.0988
10.838,0.06474,0.010885,7.0872
10.848,0.064632,0.010866,7.0755
10.858,0.064523,0.010847,7.0635
10.868,0.064415,0.010827,7.0513
10.878,0.064306,0.010807,7.0389
10.888,0.064199,0.010785,7.0263
10.898,0.064091,0.010762,7.0136
10.908,0.063983,0.010739,7.0007
10.918,0.063876,0.010714,6.9876
10.928,0.063769,0.010689,6.9745
10.938,0.063662,0.010666,6.9614
10.948,0.063556,0.010642,6.9481
10.958,0.06345,0.010617,6.9348
10.968,0.063343,0.010593,6.9214
10.978,0.063238,0.010568,6.908
10.988,0.063132,0.010543,6.8946
10.998,0.063027,0.010518,6.8812
11.008,0.062922,0.010494,6.8678
11.018,0.062817,0.010469,6.8544
11.028,0.062712,0.010444,6.8411
11.038,0.062608,0.010419,6.8277
11.048,0.062504,0.010395,6.8145
11.058,0.0624,0.010371,6.8013
11.068,0.062297,0.010347,6.7882
11.078,0.062193,0.010323,6.7751
11.088,0.06209,0.010299,6.7622
11.098,0.061987,0.010274,6.7493
11.108,0.061885,0.010249,6.7365
11.118,0.061783,0.010226,6.7238
11.128,0.06168,0.010202,6.7112
11.138,0.061579,0.01018,6.6986
11.148,0.061477,0.010158,6.6861
11.158,0.061375,0.010137,6.6736
11.168,0.061274,0.010115,6.6612
11.178,0.061173,0.010093,6.6489
11.188,0.061072,0.010072,6.6365
11.198,0.060972,0.010051,6.6241
11.208,0.060871,0.01003,6.6117
11.218,0.060771,0.010009,6.5993
11.228,0.060671,0.0099884,6.5869
11.238,0.060571,0.0099684,6.5744
11.248,0.060472,0.0099481,6.5619
11.258,0.060373,0.0099273,6.5493
11.268,0.060273,0.0099065,6.5367
11.278,0.060174,0.009886,6.524
11.288,0.060076,0.0098658,6.5112
11.298,0.059977,0.0098459,6.4983
11.308,0.059879,0.0098259,6.4853
11.318,0.059781,0.0098059,6.4723
11.328,0.059683,0.0097861,6.4592
11.338,0.059585,0.0097658,6.446
11.348,0.059487,0.0097454,6.4326
11.358,0.05939,0.0097258,6.4192
11.368,0.059293,0.0097071,6.4057
11.378,0.059196,0.0096884,6.3921
11.388,0.059099,0.0096691,6.3784
11.398,0.059003,0.0096491,6.3645
11.408,0.058906,0.0096286,6.3506
11.418,0.05881,0.0096077,6.3366
11.428,0.058714,0.0095868,6.3225
11.438,0.058618,0.0095656,6.3082
11.448,0.058523,0.0095441,6.2939
11.458,0.058428,0.0095219,6.2794
11.468,0.058332,0.0094992,6.2648
11.478,0.058238,0.0094765,6.2502
11.488,0.058143,0.0094537,6.2354
11.498,0.058049,0.0094306,6.2206
11.508,0.057954,0.0094074,6.2056
11.518,0.05786,0.0093838,6.1905
11.528,0.057767,0.0093594,6.1753
11.538,0.057673,0.0093342,6.16
11.548,0.05758,0.0093089,6.1447
11.558,0.057487,0.0092834,6.1292
11.568,0.057394,0.0092575,6.1137
11.578,0.057302,0.0092317,6.0981
11.588,0.05721,0.0092061,6.0824
11.598,0.057118,0.0091806,6.0665
11.608,0.057026,0.0091547,6.0506
11.618,0.056935,0.0091287,6.0346
11.628,0.056844,0.0091025,6.0186
11.638,0.056753,0.009076,6.0024
11.648,0.056662,0.0090492,5.9861
11.658,0.056572,0.0090223,5.9698
11.668,0.056482,0.0089952,5.9534
11.678,0.056392,0.0089679,5.9369
11.688,0.056303,0.0089401,5.9204
11.698,0.056213,0.0089116,5.9037
11.708,0.056124,0.0088825,5.887
11.718,0.056036,0.0088533,5.8702
11.728,0.055947,0.0088241,5.8534
11.738,0.055859,0.008795,5.8365
11.748,0.055771,0.0087657,5.8196
11.758,0.055684,0.0087363,5.8026
11.768,0.055597,0.0087069,5.7855
11.778,0.05551,0.0086775,5.7685
11.788,0.055423,0.008648,5.7514
11.798,0.055337,0.0086185,5.7342
11.808,0.055251,0.0085889,5.7171
11.818,0.055165,0.0085589,5.7
11.828,0.05508,0.0085285,5.6829
11.838,0.054995,0.008498,5.6659
11.848,0.05491,0.0084677,5.6489
11.858,0.054825,0.0084381,5.632
11.868,0.054741,0.0084089,5.6151
11.878,0.054657,0.00838,5.5984
11.888,0.054574,0.0083511,5.5817
11.898,0.05449,0.0083223,5.565
11.908,0.054407,0.0082938,5.5485
11.918,0.054324,0.0082655,5.5321
11.928,0.054242,0.0082375,5.5158
11.938,0.05416,0.0082095,5.4997
11.948,0.054078,0.0081816,5.4836
11.958,0.053996,0.0081541,5.4677
11.968,0.053915,0.0081268,5.4519
11.978,0.053833,0.0080997,5.4363
11.988,0.053753,0.008073,5.4207
11.998,0.053672,0.0080466,5.4053
12.008,0.053592,0.0080206,5.39
12.018,0.053512,0.0079952,5.3749
12.028,0.053432,0.0079703,5.3598
12.038,0.053352,0.0079453,5.3448
12.048,0.053273,0.0079201,5.3299
12.058,0.053194,0.007895,5.3151
12.068,0.053115,0.00787,5.3004
12.078,0.053037,0.0078452,5.2858
12.088,0.052958,0.0078206,5.2713
12.098,0.05288,0.0077964,5.2568
12.108,0.052802,0.0077723,5.2424
12.118,0.052725,0.0077484,5.2281
12.128,0.052647,0.0077248,5.2138
12.138,0.05257,0.007701,5.1995
12.148,0.052493,0.0076771,5.1853
12.158,0.052417,0.007653,5.1711
12.168,0.05234,0.0076288,5.157
12.178,0.052264,0.0076044,5.1429
12.188,0.052188,0.0075803,5.1289
12.198,0.052113,0.0075563,5.1149
12.208,0.052037,0.0075325,5.1009
12.218,0.051962,0.0075089,5.087
12.228,0.051887,0.0074853,5.0731
12.238,0.051812,0.0074615,5.0592
12.248,0.051738,0.0074376,5.0453
12.258,0.051664,0.0074135,5.0316
12.268,0.05159,0.0073894,5.0178
12.278,0.051516,0.0073654,5.0042
12.288,0.051442,0.0073416,4.9906
12.298,0.051369,0.0073181,4.9771
12.308,0.051296,0.0072949,4.9637
12.318,0.051223,0.007272,4.9504
12.328,0.051151,0.0072493,4.9372
12.338,0.051078,0.0072266,4.9241
12.348,0.051006,0.0072042,4.9111
12.358,0.050934,0.0071819,4.8983
12.368,0.050862,0.0071597,4.8857
12.378,0.050791,0.0071377,4.8732
12.388,0.05072,0.007116,4.8609
12.398,0.050649,0.0070946,4.8488
12.408,0.050578,0.0070734,4.837
12.418,0.050507,0.0070525,4.8253
12.428,0.050437,0.0070319,4.8138
12.438,0.050367,0.0070118,4.8025
12.448,0.050297,0.0069921,4.7915
12.458,0.050227,0.0069729,4.7807
12.468,0.050157,0.006954,4.7701
12.478,0.050088,0.0069353,4.7597
12.488,0.050019,0.0069168,4.7495
12.498,0.049949,0.0068987,4.7396
12.508,0.049881,0.0068812,4.7299
12.518,0.049812,0.0068642,4.7204
12.528,0.049743,0.0068476,4.7111
12.538,0.049675,0.0068314,4.702
12.548,0.049607,0.0068156,4.6932
12.558,0.049539,0.0068003,4.6845
12.568,0.049471,0.0067853,4.676
12.578,0.049403,0.0067706,4.6678
12.588,0.049335,0.0067563,4.6597
12.598,0.049268,0.0067425,4.6518
12.608,0.049201,0.0067289,4.644
12.618,0.049133,0.0067154,4.6365
12.628,0.049066,0.0067023,4.6291
12.638,0.048999,0.0066895,4.6219
12.648,0.048932,0.0066773,4.6148
12.658,0.048866,0.0066654,4.6079
12.668,0.048799,0.006654,4.6011
12.678,0.048733,0.006643,4.5945
12.688,0.048666,0.0066324,4.5879
12.698,0.0486,0.0066219,4.5815
12.708,0.048534,0.0066119,4.5752
12.718,0.048468,0.0066021,4.569
12.728,0.048402,0.0065926,4.5629
12.738,0.048336,0.0065832,4.5569
12.748,0.04827,0.0065738,4.551
12.758,0.048205,0.0065645,4.5451
12.768,0.048139,0.0065555,4.5393
12.778,0.048074,0.0065467,4.5336
12.788,0.048008,0.0065381,4.528
12.798,0.047943,0.0065295,4.5224
12.808,0.047878,0.0065211,4.5168
12.818,0.047812,0.0065127,4.5113
12.828,0.047747,0.0065045,4.5059
12.838,0.047682,0.0064964,4.5004
12.848,0.047617,0.0064884,4.495
12.858,0.047553,0.0064804,4.4896
12.868,0.047488,0.0064725,4.4843
12.878,0.047423,0.0064645,4.479
12.888,0.047359,0.0064566,4.4736
12.898,0.047294,0.0064487,4.4684
12.908,0.04723,0.0064409,4.4631
12.918,0.047165,0.0064333,4.4578
12.928,0.047101,0.0064258,4.4525
12.938,0.047037,0.0064185,4.4472
12.948,0.046973,0.0064111,4.442
12.958,0.046909,0.0064036,4.4367
12.968,0.046845,0.0063962,4.4314
12.978,0.046781,0.0063888,4.4261
12.988,0.046717,0.0063814,4.4207
12.998,0.046653,0.0063739,4.4154
13.008,0.046589,0.0063663,4.41
13.018,0.046526,0.0063588,4.4046
13.028,0.046462,0.0063512,4.3992
13.038,0.046399,0.0063435,4.3938
13.048,0.046335,0.0063358,4.3882
13.058,0.046272,0.0063281,4.3827
13.068,0.046209,0.0063204,4.3771
13.078,0.046146,0.0063127,4.3715
13.088,0.046083,0.0063049,4.3658
13.098,0.04602,0.0062969,4.36
13.108,0.045957,0.0062889,4.3542
13.118,0.045894,0.0062808,4.3483
13.128,0.045831,0.0062726,4.3424
13.138,0.045768,0.0062642,4.3363
13.148,0.045706,0.0062556,4.3302
13.158,0.045643,0.0062469,4.3241
13.168,0.045581,0.006238,4.3178
13.178,0.045519,0.0062289,4.3115
13.188,0.045456,0.0062197,4.3051
13.198,0.045394,0.0062102,4.2986
13.208,0.045332,0.0062006,4.2921
13.218,0.04527,0.0061908,4.2854
13.228,0.045208,0.0061808,4.2787
13.238,0.045147,0.0061707,4.2719
13.248,0.045085,0.0061604,4.2651
13.258,0.045023,0.0061499,4.2582
13.268,0.044962,0.0061392,4.2512
13.278,0.044901,0.0061284,4.2441
13.288,0.044839,0.0061175,4.237
13.298,0.044778,0.0061066,4.2298
13.308,0.044717,0.0060954,4.2225
13.318,0.044656,0.0060841,4.2152
13.328,0.044596,0.0060726,4.2079
13.338,0.044535,0.0060611,4.2004
13.348,0.044475,0.0060496,4.193
13.358,0.044414,0.006038,4.1854
13.368,0.044354,0.0060263,4.1779
13.378,0.044294,0.0060145,4.1703
13.388,0.044233,0.0060025,4.1626
13.398,0.044174,0.0059905,4.1549
13.408,0.044114,0.0059784,4.1472
13.418,0.044054,0.0059663,4.1395
13.428,0.043994,0.0059541,4.1317
13.438,0.043935,0.0059417,4.1239
13.448,0.043876,0.0059292,4.1161
13.458,0.043816,0.0059168,4.1083
13.468,0.043757,0.0059044,4.1005
13.478,0.043698,0.0058921,4.0926
13.488,0.043639,0.0058797,4.0848
13.498,0.043581,0.0058674,4.0769
13.508,0.043522,0.0058551,4.0691
13.518,0.043464,0.0058428,4.0612
13.528,0.043405,0.0058305,4.0533
13.538,0.043347,0.0058183,4.0455
13.548,0.043289,0.0058061,4.0376
13.558,0.043231,0.005794,4.0297
13.568,0.043173,0.0057818,4.0219
13.578,0.043115,0.0057696,4.014
13.588,0.043058,0.0057575,4.0062
13.598,0.043,0.0057454,3.9983
13.608,0.042943,0.0057332,3.9905
13.618,0.042886,0.005721,3.9826
13.628,0.042828,0.0057088,3.9748
13.638,0.042771,0.0056965,3.967
13.648,0.042715,0.0056842,3.9592
13.658,0.042658,0.0056719,3.9514
13.668,0.042601,0.0056596,3.9436
13.678,0.042545,0.0056473,3.9358
13.688,0.042488,0.005635,3.9281
13.697,0.042432,0.0056227,3.9204
13.707,0.042376,0.0056106,3.9126
13.717,0.04232,0.0055985,3.9049
