n,t,i,p,u,v
2120,8.825000000000033,2,-,-,-
2121,8.825000000000033,3,0.0001696702993607877,2.884923758054892e-06,1.989741441518117e-06
2122,8.837500000000032,1,-,-,-
2123,8.837500000000032,2,-,-,-
2124,8.837500000000032,3,0.0001702504472538444,2.885959579110989e-06,1.9670506415746837e-06
2125,8.850000000000032,1,-,-,-
2126,8.850000000000032,2,-,-,-
2127,8.850000000000032,3,0.0001709276929131171,2.8764221953053395e-06,1.977186286502036e-06
2128,8.862500000000031,1,-,-,-
2129,8.862500000000031,2,-,-,-
2130,8.862500000000031,3,0.00017168977853933065,2.872822050081032e-06,1.9425570513755265e-06
2131,8.87500000000003,1,-,-,-
2132,8.87500000000003,2,-,-,-
2133,8.87500000000003,3,0.00017246983774838918,2.866592659711555e-06,1.9663507329812317e-06
2134,8.88750000000003,1,-,-,-
2135,8.88750000000003,2,-,-,-
2136,8.88750000000003,3,0.0001731815974856601,2.8746530598535537e-06,1.9387913737791707e-06
2137,8.900000000000029,1,-,-,-
2138,8.900000000000029,2,-,-,-
2139,8.900000000000029,3,0.00017382215067193152,2.8910172603102536e-06,1.9687648715771478e-06
2140,8.912500000000028,1,-,-,-
2141,8.912500000000028,2,-,-,-
2142,8.912500000000028,3,0.00017430776057919317,2.8813014267101886e-06,1.9239390153006904e-06
2143,8.925000000000027,1,-,-,-
2144,8.925000000000027,2,-,-,-
2145,8.925000000000027,3,0.00017461677964625958,2.874550479847976e-06,1.9333639481748933e-06
2146,8.937500000000027,1,-,-,-
2147,8.937500000000027,2,-,-,-
2148,8.937500000000027,3,0.0001747671132255402,2.867514194588504e-06,1.890738655265756e-06
2149,8.950000000000026,1,-,-,-
2150,8.950000000000026,2,-,-,-
2151,8.950000000000026,3,0.0001746356325071055,2.860490504945706e-06,1.8972004414563242e-06
2152,8.962500000000025,1,-,-,-
2153,8.962500000000025,2,-,-,-
2154,8.962500000000025,3,0.0001743139551022243,2.858915447501549e-06,1.8684470235608864e-06
2155,8.975000000000025,1,-,-,-
2156,8.975000000000025,2,-,-,-
2157,8.975000000000025,3,0.00017375835042461105,2.8539437224685925e-06,1.8898284800926413e-06
2158,8.987500000000024,1,-,-,-
2159,8.987500000000024,2,-,-,-
2160,8.987500000000024,3,0.00017290453921532412,2.8576892373358172e-06,1.8860594303486017e-06
2161,9.000000000000023,1,-,-,-
2162,9.000000000000023,2,-,-,-
2163,9.000000000000023,3,0.00017188733182810654,2.861096341566175e-06,1.875560867543982e-06
2164,9.012500000000022,1,-,-,-
2165,9.012500000000022,2,-,-,-
2166,9.012500000000022,3,0.00017062519079801268,2.853495926636067e-06,1.8564249594020913e-06
2167,9.025000000000022,1,-,-,-
2168,9.025000000000022,2,-,-,-
2169,9.025000000000022,3,0.00016913943114279514,2.8308504946263657e-06,1.85412580063094e-06
2170,9.037500000000021,1,-,-,-
2171,9.037500000000021,2,-,-,-
2172,9.037500000000021,3,0.0001674694820209453,2.810808784281034e-06,1.8324814844140975e-06
2173,9.05000000000002,1,-,-,-
2174,9.05000000000002,2,-,-,-
2175,9.05000000000002,3,0.00016573198012555457,2.8126764878989126e-06,1.8451271424518534e-06
2176,9.06250000000002,1,-,-,-
2177,9.06250000000002,2,-,-,-
2178,9.06250000000002,3,0.00016380761587860668,2.7979861090786072e-06,1.8094789491807593e-06
2179,9.075000000000019,1,-,-,-
2180,9.075000000000019,2,-,-,-
2181,9.075000000000019,3,0.00016181086876026641,2.783061298149923e-06,1.816415365217557e-06
2182,9.087500000000018,1,-,-,-
2183,9.087500000000018,2,-,-,-
2184,9.087500000000018,3,0.00015977096757734767,2.756116277735252e-06,1.8039912205047907e-06
2185,9.100000000000017,1,-,-,-
2186,9.100000000000017,2,-,-,-
2187,9.100000000000017,3,0.00015769639754401954,2.727248768952836e-06,1.7989150163773725e-06
2188,9.112500000000017,1,-,-,-
2189,9.112500000000017,2,-,-,-
2190,9.112500000000017,3,0.00015560883833386574,2.68202654984455e-06,1.774088172659803e-06
2191,9.125000000000016,1,-,-,-
2192,9.125000000000016,2,-,-,-
2193,9.125000000000016,3,0.00015349329640822692,2.6576231502981023e-06,1.7679854874542238e-06
2194,9.137500000000015,1,-,-,-
2195,9.137500000000015,2,-,-,-
2196,9.137500000000015,3,0.00015145828767839091,2.6253229148317846e-06,1.7471850458026726e-06
2197,9.150000000000015,1,-,-,-
2198,9.150000000000015,2,-,-,-
2199,9.150000000000015,3,0.0001494313839433185,2.6123820366824644e-06,1.7480070164254e-06
2200,9.162500000000014,1,-,-,-
2201,9.162500000000014,2,-,-,-
2202,9.162500000000014,3,0.0001474524271026292,2.5874769489988022e-06,1.7309138860136709e-06
2203,9.175000000000013,1,-,-,-
2204,9.175000000000013,2,-,-,-
2205,9.175000000000013,3,0.000145544942407904,2.573375373770701e-06,1.726610031622516e-06
2206,9.187500000000012,1,-,-,-
2207,9.187500000000012,2,-,-,-
2208,9.187500000000012,3,0.00014364658690703506,2.541387924739736e-06,1.709884805450803e-06
2209,9.200000000000012,1,-,-,-
2210,9.200000000000012,2,-,-,-
2211,9.200000000000012,3,0.00014181677141676997,2.5424560089329503e-06,1.7190330886792551e-06
2212,9.212500000000011,1,-,-,-
2213,9.212500000000011,2,-,-,-
2214,9.212500000000011,3,0.00014003069849888628,2.518620474485982e-06,1.7159426693657849e-06
2215,9.22500000000001,1,-,-,-
2216,9.22500000000001,2,-,-,-
2217,9.22500000000001,3,0.00013829396138716635,2.5230053916484075e-06,1.7213570373368197e-06
2218,9.23750000000001,1,-,-,-
2219,9.23750000000001,2,-,-,-
2220,9.23750000000001,3,0.0001366486186154693,2.4831680636625162e-06,1.7061430292189582e-06
2221,9.250000000000009,1,-,-,-
2222,9.250000000000009,2,-,-,-
2223,9.250000000000009,3,0.00013496389584820157,2.491961780988294e-06,1.7100717952825969e-06
2224,9.262500000000008,1,-,-,-
2225,9.262500000000008,2,-,-,-
2226,9.262500000000008,3,0.00013331010343187573,2.476120906212779e-06,1.710735437927329e-06
2227,9.275000000000007,1,-,-,-
2228,9.275000000000007,2,-,-,-
2229,9.275000000000007,3,0.00013169691530482487,2.482236520787363e-06,1.721453063523536e-06
2230,9.287500000000007,1,-,-,-
2231,9.287500000000007,2,-,-,-
2232,9.287500000000007,3,0.0001301626753146489,2.464304063001356e-06,1.7108445493173738e-06
2233,9.300000000000006,1,-,-,-
2234,9.300000000000006,2,-,-,-
2235,9.300000000000006,3,0.00012871067112979004,2.478308044784129e-06,1.7178105690051866e-06
2236,9.312500000000005,1,-,-,-
2237,9.312500000000005,2,-,-,-
2238,9.312500000000005,3,0.0001272667504474618,2.460547111465449e-06,1.7299028082860057e-06
2239,9.325000000000005,1,-,-,-
2240,9.325000000000005,2,-,-,-
2241,9.325000000000005,3,0.00012597841815319556,2.478364733417028e-06,1.7383823139395462e-06
2242,9.337500000000004,1,-,-,-
2243,9.337500000000004,2,-,-,-
2244,9.337500000000004,3,0.00012480481993768527,2.4467549760073024e-06,1.71576676632419e-06
2245,9.350000000000003,1,-,-,-
2246,9.350000000000003,2,-,-,-
2247,9.350000000000003,3,0.00012378402045385765,2.450307456874519e-06,1.6928887293943148e-06
2248,9.362500000000002,1,-,-,-
2249,9.362500000000002,2,-,-,-
2250,9.362500000000002,3,0.00012283886155781912,2.4451830855364356e-06,1.7206400298361072e-06
2251,9.375000000000002,1,-,-,-
2252,9.375000000000002,2,-,-,-
2253,9.375000000000002,3,0.00012214269543038512,2.4534102304926248e-06,1.7311534404462353e-06
2254,9.387500000000001,1,-,-,-
2255,9.387500000000001,2,-,-,-
2256,9.387500000000001,3,0.00012160016039714485,2.4614979005414053e-06,1.6984113880134864e-06
2257,9.4,1,-,-,-
2258,9.4,2,-,-,-
2259,9.4,3,0.00012122132434311016,2.4762835585474507e-06,1.7319172351284098e-06
2260,9.4125,1,-,-,-
2261,9.4125,2,-,-,-
2262,9.4125,3,0.00012108835737979158,2.4767895972620652e-06,1.7040309561259953e-06
2263,9.424999999999999,1,-,-,-
2264,9.424999999999999,2,-,-,-
2265,9.424999999999999,3,0.00012115137774108595,2.4757450123051966e-06,1.728839653631738e-06
2266,9.437499999999998,1,-,-,-
2267,9.437499999999998,2,-,-,-
2268,9.437499999999998,3,0.00012140326705965941,2.4794022440715192e-06,1.7280542025501285e-06
2269,9.449999999999998,1,-,-,-
2270,9.449999999999998,2,-,-,-
2271,9.449999999999998,3,0.00012181886694738657,2.482591508070297e-06,1.755138766008192e-06
2272,9.462499999999997,1,-,-,-
2273,9.462499999999997,2,-,-,-
2274,9.462499999999997,3,0.0001223830841218756,2.4703198336945697e-06,1.7338168299139864e-06
2275,9.474999999999996,1,-,-,-
2276,9.474999999999996,2,-,-,-
