n,t,i,p,u,v
8797,36.64999999999977,1,-,-,-
8798,36.64999999999977,2,-,-,-
8799,36.64999999999977,3,0.001005287009592393,2.975651384571196e-05,2.884787676482902e-05
8800,36.662499999999774,1,-,-,-
8801,36.662499999999774,2,-,-,-
8802,36.662499999999774,3,0.0010031451381763141,2.9870103587532375e-05,2.9345941714079144e-05
8803,36.67499999999978,1,-,-,-
8804,36.67499999999978,2,-,-,-
8805,36.67499999999978,3,0.0010020163945143482,2.9611754302497665e-05,2.966477817100444e-05
8806,36.68749999999978,1,-,-,-
8807,36.68749999999978,2,-,-,-
8808,36.68749999999978,3,0.0010005065317053399,2.9801451442539057e-05,2.9957084391264127e-05
8809,36.69999999999978,1,-,-,-
8810,36.69999999999978,2,-,-,-
8811,36.69999999999978,3,0.0009996763934816968,2.968624376921889e-05,3.011549390205164e-05
8812,36.712499999999785,1,-,-,-
8813,36.712499999999785,2,-,-,-
8814,36.712499999999785,3,0.00099899430487378,2.9593652703219705e-05,3.0522949722938385e-05
8815,36.72499999999979,1,-,-,-
8816,36.72499999999979,2,-,-,-
8817,36.72499999999979,3,0.0009988948717403376,8.551966214108451e-05,3.0676547683349216e-05
8818,36.73749999999979,1,-,-,-
8819,36.73749999999979,2,-,-,-
8820,36.73749999999979,3,0.0009987571776317646,2.913490601751059e-05,3.089736727361563e-05
8821,36.749999999999794,1,-,-,-
8822,36.749999999999794,2,-,-,-
8823,36.749999999999794,3,0.000997391283493452,6.027330041186438e-05,3.126236047482596e-05
8824,36.7624999999998,1,-,-,-
8825,36.7624999999998,2,-,-,-
8826,36.7624999999998,3,0.0009965068418417088,2.840852578710215e-05,3.148031139204912e-05
8827,36.7749999999998,1,-,-,-
8828,36.7749999999998,2,-,-,-
8829,36.7749999999998,3,0.0009950791289522673,2.8200065264529225e-05,3.156159552732684e-05
8830,36.7874999999998,1,-,-,-
8831,36.7874999999998,2,-,-,-
8832,36.7874999999998,3,0.0009940269635705056,2.789323846406193e-05,3.1860436016648564e-05
8833,36.799999999999805,1,-,-,-
8834,36.799999999999805,2,-,-,-
8835,36.799999999999805,3,0.0009927888794952452,2.7666314955606265e-05,3.211983559998342e-05
8836,36.81249999999981,1,-,-,-
8837,36.81249999999981,2,-,-,-
8838,36.81249999999981,3,0.0009917685492281025,2.7696083236074307e-05,3.2289267006126006e-05
8839,36.82499999999981,1,-,-,-
8840,36.82499999999981,2,-,-,-
8841,36.82499999999981,3,0.0009911204912617518,2.7752520670532952e-05,3.251838205465475e-05
8842,36.837499999999814,1,-,-,-
8843,36.837499999999814,2,-,-,-
8844,36.837499999999814,3,0.0009904442250005692,2.7592507826856107e-05,3.240275601543207e-05
8845,36.84999999999982,1,-,-,-
8846,36.84999999999982,2,-,-,-
8847,36.84999999999982,3,0.0009893073821405738,2.747120327569321e-05,3.225196004443323e-05
8848,36.86249999999982,1,-,-,-
8849,36.86249999999982,2,-,-,-
8850,36.86249999999982,3,0.0009882844749832575,2.7191019604239457e-05,3.194196295595006e-05
8851,36.87499999999982,1,-,-,-
8852,36.87499999999982,2,-,-,-
8853,36.87499999999982,3,0.0009874352990532668,2.6990440286461797e-05,3.192175111511498e-05
8854,36.887499999999825,1,-,-,-
8855,36.887499999999825,2,-,-,-
8856,36.887499999999825,3,0.0009866256480722735,2.7096105048342888e-05,3.182378695901308e-05
8857,36.89999999999983,1,-,-,-
8858,36.89999999999983,2,-,-,-
8859,36.89999999999983,3,0.0009857766672910764,2.6928301966251026e-05,3.1432610347526324e-05
8860,36.91249999999983,1,-,-,-
8861,36.91249999999983,2,-,-,-
8862,36.91249999999983,3,0.0009861519517490149,0.00037293853515813136,3.1283524301490304e-05
8863,36.924999999999834,1,-,-,-
8864,36.924999999999834,2,-,-,-
8865,36.924999999999834,3,0.000986102252835041,2.65024199197591e-05,3.1038519801945854e-05
8866,36.93749999999984,1,-,-,-
8867,36.93749999999984,2,-,-,-
8868,36.93749999999984,3,0.0009857759059155534,2.6165661520686852e-05,3.062383975058182e-05
8869,36.94999999999984,1,-,-,-
8870,36.94999999999984,2,-,-,-
8871,36.94999999999984,3,0.0009859635064250949,2.5853101245328844e-05,3.0183911015707553e-05
8872,36.96249999999984,1,-,-,-
8873,36.96249999999984,2,-,-,-
8874,36.96249999999984,3,0.0009868749133481877,2.561289160263643e-05,3.0370952494364335e-05
8875,36.974999999999845,1,-,-,-
8876,36.974999999999845,2,-,-,-
8877,36.974999999999845,3,0.000989181506832864,2.5624515391697115e-05,3.0485106169938764e-05
8878,36.98749999999985,1,-,-,-
8879,36.98749999999985,2,-,-,-
8880,36.98749999999985,3,0.0009916969320932574,2.5664648673292073e-05,3.0596876835437404e-05
8881,36.99999999999985,1,-,-,-
8882,36.99999999999985,2,-,-,-
8883,36.99999999999985,3,0.0009933810087587218,2.5645574290386282e-05,3.071775324418325e-05
8884,37.012499999999854,1,-,-,-
8885,37.012499999999854,2,-,-,-
8886,37.012499999999854,3,0.000994655844375642,2.5799737065482383e-05,3.0974557319919495e-05
8887,37.02499999999986,1,-,-,-
8888,37.02499999999986,2,-,-,-
8889,37.02499999999986,3,0.0009946975296328709,2.5871805883548655e-05,3.106224985949743e-05
8890,37.03749999999986,1,-,-,-
8891,37.03749999999986,2,-,-,-
8892,37.03749999999986,3,0.000994239849731035,2.5825696802323846e-05,3.126394870089709e-05
8893,37.04999999999986,1,-,-,-
8894,37.04999999999986,2,-,-,-
8895,37.04999999999986,3,0.0009941617814123696,2.5955948758692003e-05,3.149282135911102e-05
8896,37.062499999999865,1,-,-,-
8897,37.062499999999865,2,-,-,-
8898,37.062499999999865,3,0.000994820762280859,2.6071225920137387e-05,3.143197012008363e-05
8899,37.07499999999987,1,-,-,-
8900,37.07499999999987,2,-,-,-
8901,37.07499999999987,3,0.0009958367507235408,2.640614224901585e-05,3.152289739154098e-05
8902,37.08749999999987,1,-,-,-
8903,37.08749999999987,2,-,-,-
8904,37.08749999999987,3,0.0009967383260145375,2.6591097276314587e-05,3.1728466237522235e-05
8905,37.09999999999987,1,-,-,-
8906,37.09999999999987,2,-,-,-
8907,37.09999999999987,3,0.0009976438850918057,2.6786053830897257e-05,3.1993957254086216e-05
8908,37.112499999999876,1,-,-,-
8909,37.112499999999876,2,-,-,-
8910,37.112499999999876,3,0.000998989970901636,2.6907702752347063e-05,3.234467090940649e-05
8911,37.12499999999988,1,-,-,-
8912,37.12499999999988,2,-,-,-
8913,37.12499999999988,3,0.000999792922217975,2.7302142164934847e-05,3.276924068953346e-05
8914,37.13749999999988,1,-,-,-
8915,37.13749999999988,2,-,-,-
8916,37.13749999999988,3,0.0010004231683363482,2.7711721532062314e-05,3.3170090401439565e-05
8917,37.149999999999885,1,-,-,-
8918,37.149999999999885,2,-,-,-
8919,37.149999999999885,3,0.0010003281665687226,2.801038283314975e-05,3.32271709981327e-05
8920,37.16249999999989,1,-,-,-
8921,37.16249999999989,2,-,-,-
8922,37.16249999999989,3,0.0010003194262014244,2.8433159948817537e-05,3.342763974564963e-05
8923,37.17499999999989,1,-,-,-
8924,37.17499999999989,2,-,-,-
8925,37.17499999999989,3,0.0010002202467877667,2.8699453564000513e-05,3.315849159244885e-05
8926,37.18749999999989,1,-,-,-
8927,37.18749999999989,2,-,-,-
8928,37.18749999999989,3,0.0010003129513416382,2.8590132687811936e-05,3.2310357344170185e-05
8929,37.199999999999896,1,-,-,-
8930,37.199999999999896,2,-,-,-
8931,37.199999999999896,3,0.0009999264203487974,2.849409366124222e-05,3.143857614503907e-05
8932,37.2124999999999,1,-,-,-
8933,37.2124999999999,2,-,-,-
8934,37.2124999999999,3,0.00099908581285663,2.8371556845339272e-05,3.051882880738673e-05
8935,37.2249999999999,1,-,-,-
8936,37.2249999999999,2,-,-,-
8937,37.2249999999999,3,0.0009985972949652434,2.817826247557016e-05,2.954569349548957e-05
8938,37.237499999999905,1,-,-,-
8939,37.237499999999905,2,-,-,-
8940,37.237499999999905,3,0.0009980548556221423,2.812140770685387e-05,2.8983546271877807e-05
8941,37.24999999999991,1,-,-,-
8942,37.24999999999991,2,-,-,-
8943,37.24999999999991,3,0.000997077114406126,2.7775432556056912e-05,2.86152200198196e-05
8944,37.26249999999991,1,-,-,-
8945,37.26249999999991,2,-,-,-
8946,37.26249999999991,3,0.0009963810588717338,2.726226270867131e-05,2.8115137576566548e-05
8947,37.27499999999991,1,-,-,-
8948,37.27499999999991,2,-,-,-
8949,37.27499999999991,3,0.0009950741975846336,2.7351167735982228e-05,2.7900951129272063e-05
8950,37.287499999999916,1,-,-,-
8951,37.287499999999916,2,-,-,-
8952,37.287499999999916,3,0.0009935641100473922,2.762666334727914e-05,2.7710740379836416e-05
8953,37.29999999999992,1,-,-,-
8954,37.29999999999992,2,-,-,-
8955,37.29999999999992,3,0.0009913720886044045,2.7566437723452828e-05,2.7555978341343038e-05
8956,37.31249999999992,1,-,-,-
8957,37.31249999999992,2,-,-,-
8958,37.31249999999992,3,0.0009886921320326689,2.7289880688047885e-05,2.759061208397688e-05
8959,37.324999999999925,1,-,-,-
8960,37.324999999999925,2,-,-,-
8961,37.324999999999925,3,0.0009855498225685478,2.6934110095525883e-05,2.7383795103071658e-05
8962,37.33749999999993,1,-,-,-
8963,37.33749999999993,2,-,-,-
8964,37.33749999999993,3,0.0009819168473611413,2.6397969359303074e-05,2.6790647776168144e-05
8965,37.34999999999993,1,-,-,-
8966,37.34999999999993,2,-,-,-
8967,37.34999999999993,3,0.0009784032887856613,2.600134852642939e-05,2.603860181563013e-05
8968,37.36249999999993,1,-,-,-
8969,37.36249999999993,2,-,-,-
8970,37.36249999999993,3,0.0009759032736466562,2.5794678203491702e-05,2.560008766877327e-05
8971,37.374999999999936,1,-,-,-
8972,37.374999999999936,2,-,-,-
8973,37.374999999999936,3,0.0009739462201998949,2.573881139804499e-05,2.554651426501248e-05
8974,37.38749999999994,1,-,-,-
8975,37.38749999999994,2,-,-,-
8976,37.38749999999994,3,0.0009732918234094775,2.569968433376496e-05,2.5580886415170014e-05
8977,37.39999999999994,1,-,-,-
8978,37.39999999999994,2,-,-,-
8979,37.39999999999994,3,0.0009734052675947609,2.5695629382151448e-05,2.559919350917746e-05
8980,37.412499999999945,1,-,-,-
8981,37.412499999999945,2,-,-,-
8982,37.412499999999945,3,0.0009737357022857085,2.5796302084802138e-05,2.5606620415531183e-05
8983,37.42499999999995,1,-,-,-
8984,37.42499999999995,2,-,-,-
8985,37.42499999999995,3,0.0009735134057039118,2.602771673618273e-05,2.577941868509195e-05
8986,37.43749999999995,1,-,-,-
8987,37.43749999999995,2,-,-,-
8988,37.43749999999995,3,0.000973250631345858,2.640190623064673e-05,2.6046451332363485e-05
8989,37.44999999999995,1,-,-,-
8990,37.44999999999995,2,-,-,-
8991,37.44999999999995,3,0.0009733734946706702,2.6767628641055867e-05,2.6346629738594257e-05
8992,37.462499999999956,1,-,-,-
8993,37.462499999999956,2,-,-,-
8994,37.462499999999956,3,0.0009743276100082184,2.698914515432789e-05,2.6599975830543938e-05
8995,37.47499999999996,1,-,-,-
8996,37.47499999999996,2,-,-,-
8997,37.47499999999996,3,0.0009758607183166649,2.7218381499388425e-05,2.702769236922684e-05
8998,37.48749999999996,1,-,-,-
8999,37.48749999999996,2,-,-,-
9000,37.48749999999996,3,0.0009769328330471157,2.732945698727604e-05,2.7508088288197003e-05
9001,37.499999999999964,1,-,-,-
9002,37.499999999999964,2,-,-,-
9003,37.499999999999964,3,0.0009768265638529095,2.7254088723824407e-05,2.7830740022981268e-05
9004,37.51249999999997,1,-,-,-
9005,37.51249999999997,2,-,-,-
9006,37.51249999999997,3,0.0009766824787673025,2.716856916459711e-05,2.7944443956189623e-05
9007,37.52499999999997,1,-,-,-
9008,37.52499999999997,2,-,-,-
9009,37.52499999999997,3,0.0009768902247107314,2.7165753650565334e-05,2.7984727643957564e-05
9010,37.53749999999997,1,-,-,-
9011,37.53749999999997,2,-,-,-
9012,37.53749999999997,3,0.00097750246185784,2.7196680242243537e-05,2.8097767105636146e-05
9013,37.549999999999976,1,-,-,-
9014,37.549999999999976,2,-,-,-
9015,37.549999999999976,3,0.0009784894996557201,2.731216333795743e-05,2.8290949238101874e-05
9016,37.56249999999998,1,-,-,-
9017,37.56249999999998,2,-,-,-
9018,37.56249999999998,3,0.0009794657748929774,2.7336270694065843e-05,2.8250488467649696e-05
9019,37.57499999999998,1,-,-,-
9020,37.57499999999998,2,-,-,-
9021,37.57499999999998,3,0.0009805686379133496,2.740559124154711e-05,2.7963811854620846e-05
9022,37.587499999999984,1,-,-,-
9023,37.587499999999984,2,-,-,-
9024,37.587499999999984,3,0.0009816323071794974,2.7596177228230943e-05,2.8255502766953114e-05
9025,37.59999999999999,1,-,-,-
9026,37.59999999999999,2,-,-,-
9027,37.59999999999999,3,0.000982321305112622,2.7500542071163053e-05,2.8445725101954272e-05
9028,37.61249999999999,1,-,-,-
9029,37.61249999999999,2,-,-,-
9030,37.61249999999999,3,0.00098229809331261,2.7464880960082837e-05,2.8542271222955023e-05
9031,37.62499999999999,1,-,-,-
9032,37.62499999999999,2,-,-,-
9033,37.62499999999999,3,0.0009817241162525508,2.7340764553138246e-05,2.8283922895009177e-05
9034,37.637499999999996,1,-,-,-
9035,37.637499999999996,2,-,-,-
9036,37.637499999999996,3,0.0009806590047598685,2.7180021406000782e-05,2.800794420836217e-05
9037,37.65,1,-,-,-
9038,37.65,2,-,-,-
9039,37.65,3,0.0009792277870007986,2.684405754141065e-05,2.7881565608593225e-05
9040,37.6625,1,-,-,-
9041,37.6625,2,-,-,-
9042,37.6625,3,0.0009771322801201364,2.654986974201901e-05,2.7733270339922757e-05
9043,37.675000000000004,1,-,-,-
9044,37.675000000000004,2,-,-,-
9045,37.675000000000004,3,0.000974347688379403,2.6417153976620308e-05,2.7753720447970464e-05
9046,37.68750000000001,1,-,-,-
9047,37.68750000000001,2,-,-,-
9048,37.68750000000001,3,0.0009721429008585676,2.6349160108249366e-05,2.782842669744191e-05
9049,37.70000000000001,1,-,-,-
9050,37.70000000000001,2,-,-,-
9051,37.70000000000001,3,0.0009702438164509688,2.61673808736369e-05,2.7714047983071556e-05
9052,37.71250000000001,1,-,-,-
9053,37.71250000000001,2,-,-,-
9054,37.71250000000001,3,0.0009680297646891996,2.5906496338111523e-05,2.742746863010819e-05
9055,37.725000000000016,1,-,-,-
9056,37.725000000000016,2,-,-,-
9057,37.725000000000016,3,0.000966797127608972,2.5636296790969232e-05,2.722352649325442e-05
9058,37.73750000000002,1,-,-,-
9059,37.73750000000002,2,-,-,-
9060,37.73750000000002,3,0.0009658901009554323,2.5661614904057353e-05,2.7104143946379176e-05
9061,37.75000000000002,1,-,-,-
9062,37.75000000000002,2,-,-,-
9063,37.75000000000002,3,0.0009652700238627065,2.5616854399363634e-05,2.7151140480730772e-05
9064,37.762500000000024,1,-,-,-
9065,37.762500000000024,2,-,-,-
9066,37.762500000000024,3,0.0009638075437986955,2.5549645013406685e-05,2.7037283530709628e-05
9067,37.77500000000003,1,-,-,-
9068,37.77500000000003,2,-,-,-
9069,37.77500000000003,3,0.0009629101543525936,2.536327003748609e-05,2.703985207650764e-05
9070,37.78750000000003,1,-,-,-
9071,37.78750000000003,2,-,-,-
9072,37.78750000000003,3,0.0009622493018557059,2.505049491333479e-05,2.680686197969549e-05
9073,37.80000000000003,1,-,-,-
9074,37.80000000000003,2,-,-,-
9075,37.80000000000003,3,0.0009614549048284757,2.4859000150414576e-05,2.653813268950894e-05
9076,37.812500000000036,1,-,-,-
9077,37.812500000000036,2,-,-,-
9078,37.812500000000036,3,0.0009612259804586313,2.481456534682212e-05,2.615562717752276e-05
9079,37.82500000000004,1,-,-,-
9080,37.82500000000004,2,-,-,-
9081,37.82500000000004,3,0.0009618874224892335,2.4643369622810154e-05,2.56395702159423e-05
9082,37.83750000000004,1,-,-,-
9083,37.83750000000004,2,-,-,-
9084,37.83750000000004,3,0.0009631049315277668,2.4571565819223664e-05,2.5312031357224845e-05
9085,37.850000000000044,1,-,-,-
9086,37.850000000000044,2,-,-,-
9087,37.850000000000044,3,0.0009640171285597289,2.4339362822987287e-05,2.5118068280681828e-05
9088,37.86250000000005,1,-,-,-
9089,37.86250000000005,2,-,-,-
9090,37.86250000000005,3,0.0009649251582056361,2.4222707143043804e-05,2.4927696256986816e-05
9091,37.87500000000005,1,-,-,-
9092,37.87500000000005,2,-,-,-
9093,37.87500000000005,3,0.0009655009756049543,2.4216103470064835e-05,2.4928473821501836e-05
9094,37.88750000000005,1,-,-,-
9095,37.88750000000005,2,-,-,-
9096,37.88750000000005,3,0.0009656344199555378,2.404739428093167e-05,2.5040613708120538e-05
9097,37.900000000000055,1,-,-,-
9098,37.900000000000055,2,-,-,-
9099,37.900000000000055,3,0.0009650688117490709,2.4087004857027563e-05,2.5372261516611833e-05
9100,37.91250000000006,1,-,-,-
9101,37.91250000000006,2,-,-,-
9102,37.91250000000006,3,0.0009648129173660646,2.415373651009223e-05,2.5992394636704464e-05
9103,37.92500000000006,1,-,-,-
9104,37.92500000000006,2,-,-,-
9105,37.92500000000006,3,0.0009646489152737687,2.4283046724309972e-05,2.6481577942027697e-05
9106,37.937500000000064,1,-,-,-
9107,37.937500000000064,2,-,-,-
9108,37.937500000000064,3,0.0009656753459797487,2.443820141578365e-05,2.6861891005811933e-05
9109,37.95000000000007,1,-,-,-
9110,37.95000000000007,2,-,-,-
9111,37.95000000000007,3,0.0009684091653623842,2.455538343549648e-05,2.7624472007204062e-05
9112,37.96250000000007,1,-,-,-
9113,37.96250000000007,2,-,-,-
9114,37.96250000000007,3,0.0009712427916935049,2.475782984150671e-05,2.8371815821814472e-05
9115,37.97500000000007,1,-,-,-
9116,37.97500000000007,2,-,-,-
9117,37.97500000000007,3,0.0009744139336768675,2.49157780791301e-05,2.9017777446986587e-05
9118,37.987500000000075,1,-,-,-
9119,37.987500000000075,2,-,-,-
9120,37.987500000000075,3,0.0009767943307136466,2.5051864202089435e-05,2.9680009191741762e-05
9121,38.00000000000008,1,-,-,-
9122,38.00000000000008,2,-,-,-
9123,38.00000000000008,3,0.0009794204983922103,2.5113920564132533e-05,3.0067601445607722e-05
9124,38.01250000000008,1,-,-,-
9125,38.01250000000008,2,-,-,-
9126,38.01250000000008,3,0.0009819431846460184,2.5110316010970764e-05,2.990564144308106e-05
9127,38.025000000000084,1,-,-,-
9128,38.025000000000084,2,-,-,-
9129,38.025000000000084,3,0.0009835725070365595,2.5192635195392773e-05,2.937434517420388e-05
9130,38.03750000000009,1,-,-,-
9131,38.03750000000009,2,-,-,-
9132,38.03750000000009,3,0.0009856000836100897,2.5236202890108794e-05,2.895044091634054e-05
9133,38.05000000000009,1,-,-,-
9134,38.05000000000009,2,-,-,-
9135,38.05000000000009,3,0.0009875598406246127,2.5286804950553893e-05,2.8394214583125574e-05
9136,38.06250000000009,1,-,-,-
9137,38.06250000000009,2,-,-,-
9138,38.06250000000009,3,0.0009893279441834234,2.5335459721062827e-05,2.798109328235551e-05
9139,38.075000000000095,1,-,-,-
9140,38.075000000000095,2,-,-,-
9141,38.075000000000095,3,0.0009906633853842635,2.5348074192113602e-05,2.7744788150538646e-05
9142,38.0875000000001,1,-,-,-
9143,38.0875000000001,2,-,-,-
9144,38.0875000000001,3,0.000992593092651562,2.5486621527464423e-05,2.80656853861194e-05
9145,38.1000000000001,1,-,-,-
9146,38.1000000000001,2,-,-,-
9147,38.1000000000001,3,0.000994173509577907,2.557940020399297e-05,2.8519083831272554e-05
9148,38.112500000000104,1,-,-,-
9149,38.112500000000104,2,-,-,-
9150,38.112500000000104,3,0.0009945138707120106,2.5828475844221404e-05,2.8717617738282683e-05
9151,38.12500000000011,1,-,-,-
9152,38.12500000000011,2,-,-,-
9153,38.12500000000011,3,0.000994816751467626,2.601717805437635e-05,2.89510083320203e-05
9154,38.13750000000011,1,-,-,-
9155,38.13750000000011,2,-,-,-
9156,38.13750000000011,3,0.000995073740950591,2.605800329226515e-05,2.928755989616566e-05
9157,38.15000000000011,1,-,-,-
9158,38.15000000000011,2,-,-,-
9159,38.15000000000011,3,0.0009957020547748567,2.606906251491463e-05,3.0513693665286402e-05
9160,38.162500000000115,1,-,-,-
9161,38.162500000000115,2,-,-,-
9162,38.162500000000115,3,0.0009972959890876814,2.6247597036469174e-05,3.207308212820907e-05
9163,38.17500000000012,1,-,-,-
9164,38.17500000000012,2,-,-,-
9165,38.17500000000012,3,0.0009975569210954065,2.6550700370173923e-05,3.249038462744139e-05
9166,38.18750000000012,1,-,-,-
9167,38.18750000000012,2,-,-,-
9168,38.18750000000012,3,0.0009982915569695966,2.683364667703672e-05,3.292638571140916e-05
9169,38.200000000000124,1,-,-,-
9170,38.200000000000124,2,-,-,-
9171,38.200000000000124,3,0.0010000938378108752,2.6937375717832815e-05,3.308038845502663e-05
9172,38.21250000000013,1,-,-,-
9173,38.21250000000013,2,-,-,-
9174,38.21250000000013,3,0.0010027859648663688,2.7041557140487835e-05,3.372812942002586e-05
9175,38.22500000000013,1,-,-,-
9176,38.22500000000013,2,-,-,-
9177,38.22500000000013,3,0.0010050097970680043,2.718446328259434e-05,3.3904922736815395e-05
9178,38.23750000000013,1,-,-,-
9179,38.23750000000013,2,-,-,-
9180,38.23750000000013,3,0.0010078661648043035,2.743650099940762e-05,3.477335563629309e-05
9181,38.250000000000135,1,-,-,-
9182,38.250000000000135,2,-,-,-
9183,38.250000000000135,3,0.0010110148028262527,2.764469140544469e-05,3.5884103949410044e-05
9184,38.26250000000014,1,-,-,-
9185,38.26250000000014,2,-,-,-
9186,38.26250000000014,3,0.0010151409718755606,2.7607915557364333e-05,3.674433007545798e-05
9187,38.27500000000014,1,-,-,-
9188,38.27500000000014,2,-,-,-
9189,38.27500000000014,3,0.0010190180553362343,2.757189246786727e-05,3.701792019050551e-05
9190,38.28750000000014,1,-,-,-
9191,38.28750000000014,2,-,-,-
9192,38.28750000000014,3,0.0010231295338192247,2.7519211006765427e-05,3.701840884061024e-05
9193,38.300000000000146,1,-,-,-
9194,38.300000000000146,2,-,-,-
9195,38.300000000000146,3,0.001026645860998341,2.7605140358475904e-05,3.687103512675386e-05
9196,38.31250000000015,1,-,-,-
9197,38.31250000000015,2,-,-,-
9198,38.31250000000015,3,0.0010295760066151415,2.757665726073035e-05,3.704308455805857e-05
9199,38.32500000000015,1,-,-,-
9200,38.32500000000015,2,-,-,-
9201,38.32500000000015,3,0.0010320593381996082,2.7479309454031226e-05,3.6976390648947204e-05
9202,38.337500000000155,1,-,-,-
9203,38.337500000000155,2,-,-,-
9204,38.337500000000155,3,0.0010337330823454365,2.735216825703822e-05,3.6910526243890204e-05
9205,38.35000000000016,1,-,-,-
9206,38.35000000000016,2,-,-,-
9207,38.35000000000016,3,0.0010358598098268064,2.724627515971582e-05,3.664869302011326e-05
9208,38.36250000000016,1,-,-,-
9209,38.36250000000016,2,-,-,-
9210,38.36250000000016,3,0.0010373318770692066,2.7242245330478623e-05,3.641536593957355e-05
9211,38.37500000000016,1,-,-,-
9212,38.37500000000016,2,-,-,-
9213,38.37500000000016,3,0.001038676604813763,2.7402404454794383e-05,3.6042136892501707e-05
9214,38.387500000000166,1,-,-,-
9215,38.387500000000166,2,-,-,-
9216,38.387500000000166,3,0.001040006048702311,2.7602531881910607e-05,3.5572462652724824e-05
9217,38.40000000000017,1,-,-,-
9218,38.40000000000017,2,-,-,-
9219,38.40000000000017,3,0.0010411024272929405,2.764727551475076e-05,3.479353569609455e-05
9220,38.41250000000017,1,-,-,-
9221,38.41250000000017,2,-,-,-
9222,38.41250000000017,3,0.0010421885400917958,2.7472971176152604e-05,3.360970739640562e-05
9223,38.425000000000175,1,-,-,-
9224,38.425000000000175,2,-,-,-
9225,38.425000000000175,3,0.0010436132806931162,2.749294206359136e-05,3.2554168246705054e-05
9226,38.43750000000018,1,-,-,-
9227,38.43750000000018,2,-,-,-
9228,38.43750000000018,3,0.00104527679924501,2.7285118988002303e-05,3.14589938440289e-05
9229,38.45000000000018,1,-,-,-
9230,38.45000000000018,2,-,-,-
9231,38.45000000000018,3,0.001047220852567135,2.7127741060269196e-05,3.0525522161205994e-05
9232,38.46250000000018,1,-,-,-
9233,38.46250000000018,2,-,-,-
9234,38.46250000000018,3,0.001049201010101387,2.702566904560711e-05,2.9315616317540348e-05
9235,38.475000000000186,1,-,-,-
9236,38.475000000000186,2,-,-,-
9237,38.475000000000186,3,0.0010507357556224996,2.6854493684948825e-05,2.8134083230125485e-05
9238,38.48750000000019,1,-,-,-
9239,38.48750000000019,2,-,-,-
9240,38.48750000000019,3,0.0010522457703466082,2.6697429917320784e-05,2.7205384216190843e-05
9241,38.50000000000019,1,-,-,-
9242,38.50000000000019,2,-,-,-
9243,38.50000000000019,3,0.0010531038816224594,2.6369274075125237e-05,2.645842972217973e-05
9244,38.512500000000195,1,-,-,-
9245,38.512500000000195,2,-,-,-
9246,38.512500000000195,3,0.00105406423220048,2.606642421798289e-05,2.5769547339997232e-05
9247,38.5250000000002,1,-,-,-
9248,38.5250000000002,2,-,-,-
9249,38.5250000000002,3,0.0010554307582469205,2.6050906697652857e-05,2.5333152593384512e-05
9250,38.5375000000002,1,-,-,-
9251,38.5375000000002,2,-,-,-
9252,38.5375000000002,3,0.0010562736604371324,2.6194495361103587e-05,2.4953162888651213e-05
9253,38.5500000000002,1,-,-,-
9254,38.5500000000002,2,-,-,-
9255,38.5500000000002,3,0.001056726719610094,2.6238898389353055e-05,2.468770255536895e-05
9256,38.562500000000206,1,-,-,-
9257,38.562500000000206,2,-,-,-
9258,38.562500000000206,3,0.0010567441992676229,2.6305980956589463e-05,2.4544894033926983e-05
9259,38.57500000000021,1,-,-,-
9260,38.57500000000021,2,-,-,-
9261,38.57500000000021,3,0.0010560091183046977,2.64529231110788e-05,2.4448555514000425e-05
9262,38.58750000000021,1,-,-,-
9263,38.58750000000021,2,-,-,-
9264,38.58750000000021,3,0.0010551176576249007,2.639598324926038e-05,2.422382050550889e-05
9265,38.600000000000215,1,-,-,-
9266,38.600000000000215,2,-,-,-
9267,38.600000000000215,3,0.001053972538241606,2.6046288115755393e-05,2.39476936076656e-05
9268,38.61250000000022,1,-,-,-
9269,38.61250000000022,2,-,-,-
9270,38.61250000000022,3,0.0010527670315587077,2.566678321708818e-05,2.3715336583455378e-05
9271,38.62500000000022,1,-,-,-
9272,38.62500000000022,2,-,-,-
9273,38.62500000000022,3,0.0010517891045110001,2.540988470182545e-05,2.3373319977308438e-05
9274,38.63750000000022,1,-,-,-
9275,38.63750000000022,2,-,-,-
9276,38.63750000000022,3,0.0010510921317957518,2.5385760199688306e-05,2.3387390681299782e-05
9277,38.650000000000226,1,-,-,-
9278,38.650000000000226,2,-,-,-
9279,38.650000000000226,3,0.0010511156963879766,2.515421501175488e-05,2.3496786370469433e-05
9280,38.66250000000023,1,-,-,-
9281,38.66250000000023,2,-,-,-
9282,38.66250000000023,3,0.0010514143048162476,2.5014854421508176e-05,2.367808102366292e-05
9283,38.67500000000023,1,-,-,-
9284,38.67500000000023,2,-,-,-
9285,38.67500000000023,3,0.0010516429432535777,2.491744852380138e-05,2.3782853201284577e-05
9286,38.687500000000234,1,-,-,-
9287,38.687500000000234,2,-,-,-
9288,38.687500000000234,3,0.0010523085503446328,2.47694798820764e-05,2.3847506507142374e-05
9289,38.70000000000024,1,-,-,-
9290,38.70000000000024,2,-,-,-
9291,38.70000000000024,3,0.0010534219971513165,2.4661124680969796e-05,2.389255106482982e-05
9292,38.71250000000024,1,-,-,-
9293,38.71250000000024,2,-,-,-
9294,38.71250000000024,3,0.0010547172944332943,2.4591965776564826e-05,2.3864116643959e-05
9295,38.72500000000024,1,-,-,-
9296,38.72500000000024,2,-,-,-
