x/D,u/U,v/U
-2,1.08406593E+000,4.900253593E-002
-1.992,1.08448859E+000,4.944632291E-002
-1.984,1.08486898E+000,4.988588335E-002
-1.976,1.08524937E+000,5.030853762E-002
-1.968,1.08567202E+000,5.072696534E-002
-1.96,1.08605241E+000,5.114961961E-002
-1.952,1.08639053E+000,5.158072697E-002
-1.944,1.08672866E+000,5.204142012E-002
-1.936,1.08698225E+000,5.255283178E-002
-1.928,1.08723584E+000,5.306846999E-002
-1.92,1.08744717E+000,5.358833474E-002
-1.912,1.08765850E+000,5.410819949E-002
-1.904,1.08786982E+000,5.463229079E-002
-1.896,1.08808115E+000,5.514370245E-002
-1.888,1.08820795E+000,5.563820795E-002
-1.88,1.08837701E+000,5.614539307E-002
-1.872,1.08854607E+000,5.666525782E-002
-1.864,1.08871513E+000,5.719357566E-002
-1.856,1.08888419E+000,5.772189349E-002
-1.848,1.08905325E+000,5.826289096E-002
-1.84,1.08918005E+000,5.880388842E-002
-1.832,1.08934911E+000,5.934911243E-002
-1.824,1.08947591E+000,5.990278952E-002
-1.816,1.08960271E+000,6.046069315E-002
-1.808,1.08977177E+000,6.103127642E-002
-1.8,1.08998309E+000,6.159763314E-002
-1.792,1.09015216E+000,6.215976331E-002
-1.784,1.09032122E+000,6.272189349E-002
-1.776,1.09049028E+000,6.328825021E-002
-1.768,1.09065934E+000,6.385460693E-002
-1.76,1.09082840E+000,6.444632291E-002
-1.752,1.09099746E+000,6.504226543E-002
-1.744,1.09116653E+000,6.565088757E-002
-1.736,1.09133559E+000,6.626796281E-002
-1.728,1.09150465E+000,6.688503804E-002
-1.72,1.09163145E+000,6.751056636E-002
-1.712,1.09180051E+000,6.813186813E-002
-1.704,1.09196957E+000,6.875316991E-002
-1.696,1.09218090E+000,6.937024514E-002
-1.688,1.09234996E+000,6.999154691E-002
-1.68,1.09251902E+000,7.062975486E-002
-1.672,1.09268808E+000,7.128486898E-002
-1.664,1.09289941E+000,7.193998309E-002
-1.656,1.09306847E+000,7.261622992E-002
-1.648,1.09327980E+000,7.329247675E-002
-1.64,1.09344886E+000,7.397717667E-002
-1.632,1.09366019E+000,7.467878276E-002
-1.624,1.09382925E+000,7.537193576E-002
-1.616,1.09395604E+000,7.607354184E-002
-1.608,1.09412511E+000,7.677092139E-002
-1.6,1.09433643E+000,7.749788673E-002
-1.592,1.09450550E+000,7.822485207E-002
-1.584,1.09467456E+000,7.895181741E-002
-1.576,1.09484362E+000,7.967032967E-002
-1.568,1.09505495E+000,8.038884193E-002
-1.56,1.09522401E+000,8.111158073E-002
-1.552,1.09535080E+000,8.184699915E-002
-1.544,1.09551987E+000,8.259509721E-002
-1.536,1.09568893E+000,8.335164835E-002
-1.528,1.09590025E+000,8.412087912E-002
-1.52,1.09606932E+000,8.490278952E-002
-1.512,1.09628064E+000,8.570160609E-002
-1.504,1.09644970E+000,8.651310228E-002
-1.496,1.09666103E+000,8.732459848E-002
-1.488,1.09683009E+000,8.814454776E-002
-1.48,1.09699916E+000,8.899408284E-002
-1.472,1.09716822E+000,8.986475063E-002
-1.464,1.09729501E+000,9.072273880E-002
-1.456,1.09742181E+000,9.156382079E-002
-1.448,1.09754861E+000,9.240490279E-002
-1.44,1.09767540E+000,9.327557058E-002
-1.432,1.09780220E+000,9.414623838E-002
-1.424,1.09792899E+000,9.501267963E-002
-1.416,1.09805579E+000,9.589180051E-002
-1.408,1.09818259E+000,9.678782756E-002
-1.4,1.09830938E+000,9.769653423E-002
-1.392,1.09843618E+000,9.861369400E-002
-1.384,1.09847845E+000,9.952662722E-002
-1.376,1.09860524E+000,1.004564666E-001
-1.368,1.09868977E+000,1.013820795E-001
-1.36,1.09877430E+000,1.023161454E-001
-1.352,1.09890110E+000,1.032713440E-001
-1.344,1.09898563E+000,1.042138631E-001
-1.336,1.09911243E+000,1.051775148E-001
-1.328,1.09923922E+000,1.061665258E-001
-1.32,1.09936602E+000,1.071682164E-001
-1.312,1.09940828E+000,1.081868132E-001
-1.304,1.09945055E+000,1.092349958E-001
-1.296,1.09949282E+000,1.102704987E-001
-1.288,1.09953508E+000,1.113313609E-001
-1.28,1.09953508E+000,1.124091293E-001
-1.272,1.09957735E+000,1.135038039E-001
-1.264,1.09957735E+000,1.145942519E-001
-1.256,1.09961961E+000,1.156677937E-001
-1.248,1.09966188E+000,1.167413356E-001
-1.24,1.09966188E+000,1.178106509E-001
-1.232,1.09970414E+000,1.189053254E-001
-1.224,1.09974641E+000,1.200464920E-001
-1.216,1.09978867E+000,1.211918850E-001
-1.208,1.09978867E+000,1.223457312E-001
-1.2,1.09978867E+000,1.235164835E-001
-1.192,1.09974641E+000,1.246999155E-001
-1.184,1.09966188E+000,1.259171598E-001
-1.176,1.09961961E+000,1.271301775E-001
-1.168,1.09957735E+000,1.283389687E-001
-1.16,1.09949282E+000,1.295350803E-001
-1.152,1.09940828E+000,1.307354184E-001
-1.144,1.09932375E+000,1.319695689E-001
-1.136,1.09919696E+000,1.332290786E-001
-1.128,1.09911243E+000,1.344928149E-001
-1.12,1.09907016E+000,1.357903635E-001
-1.112,1.09898563E+000,1.370794590E-001
-1.104,1.09894336E+000,1.383727811E-001
-1.096,1.09885883E+000,1.397125951E-001
-1.088,1.09881657E+000,1.410650888E-001
-1.08,1.09873204E+000,1.424260355E-001
-1.072,1.09860524E+000,1.438038884E-001
-1.064,1.09843618E+000,1.451944210E-001
-1.056,1.09822485E+000,1.465976331E-001
-1.048,1.09801353E+000,1.480473373E-001
-1.04,1.09775993E+000,1.494970414E-001
-1.032,1.09750634E+000,1.509087067E-001
-1.024,1.09721048E+000,1.523499577E-001
-1.016,1.09691462E+000,1.538546069E-001
-1.008,1.09661877E+000,1.553972950E-001
-1,1.09632291E+000,1.569695689E-001
-0.992,1.09602705E+000,1.585756551E-001
-0.984,1.09568893E+000,1.601648352E-001
-0.976,1.09530854E+000,1.618131868E-001
-0.968,1.09484362E+000,1.634488588E-001
-0.96,1.09437870E+000,1.650972105E-001
-0.952,1.09387151E+000,1.667878276E-001
-0.944,1.09327980E+000,1.685122570E-001
-0.936,1.09268808E+000,1.702282333E-001
-0.928,1.09209637E+000,1.719737954E-001
-0.92,1.09146238E+000,1.737954353E-001
-0.912,1.09074387E+000,1.756635672E-001
-0.904,1.08994083E+000,1.775824176E-001
-0.896,1.08901099E+000,1.795139476E-001
-0.888,1.08799662E+000,1.814032122E-001
-0.88,1.08677092E+000,1.834699915E-001
-0.872,1.08546069E+000,1.855959425E-001
-0.864,1.08406593E+000,1.876923077E-001
-0.856,1.08262891E+000,1.898055790E-001
-0.848,1.08106509E+000,1.919315300E-001
-0.84,1.07937447E+000,1.941546915E-001
-0.832,1.07751479E+000,1.963778529E-001
-0.824,1.07544379E+000,1.986475063E-001
-0.816,1.07324599E+000,2.009763314E-001
-0.808,1.07079459E+000,2.033727811E-001
-0.8,1.06804734E+000,2.058072697E-001
-0.792,1.06500423E+000,2.082882502E-001
-0.784,1.06174979E+000,2.107692308E-001
-0.776,1.05832629E+000,2.132924768E-001
-0.768,1.05435334E+000,2.159002536E-001
-0.76,1.05004227E+000,2.184868977E-001
-0.752,1.04522401E+000,2.211580727E-001
-0.744,1.04006763E+000,2.238419273E-001
-0.736,1.03457312E+000,2.265765004E-001
-0.728,1.02844463E+000,2.293533390E-001
-0.72,1.02176670E+000,2.320710059E-001
-0.712,1.01453931E+000,2.347548605E-001
-0.704,1.00684700E+000,2.374978867E-001
-0.696,9.98816568E-001,2.401606086E-001
-0.688,9.90574810E-001,2.427768385E-001
-0.68,9.81614539E-001,2.454142012E-001
-0.672,9.71808960E-001,2.479923922E-001
-0.664,9.60904480E-001,2.505452240E-001
-0.656,9.49450550E-001,2.530092984E-001
-0.648,9.37616230E-001,2.553761623E-001
-0.64,9.25612849E-001,2.575824176E-001
-0.632,9.13017752E-001,2.595900254E-001
-0.624,8.99915469E-001,2.614201183E-001
-0.616,8.86432798E-001,2.630811496E-001
-0.608,8.72823331E-001,2.645900254E-001
-0.6,8.59002536E-001,2.658664413E-001
-0.592,8.44801353E-001,2.668892646E-001
-0.584,8.30388842E-001,2.677345731E-001
-0.576,8.15426881E-001,2.684065934E-001
-0.568,8.00211327E-001,2.690067625E-001
-0.56,7.84995774E-001,2.693660186E-001
-0.552,7.69526627E-001,2.696069315E-001
-0.544,7.54015216E-001,2.695688926E-001
-0.536,7.38081150E-001,2.693406593E-001
-0.528,7.22062553E-001,2.690067625E-001
-0.52,7.06339814E-001,2.685756551E-001
-0.512,6.90363483E-001,2.678444632E-001
-0.504,6.74302621E-001,2.669780220E-001
-0.496,6.58326289E-001,2.659129332E-001
-0.488,6.42349958E-001,2.646999155E-001
-0.48,6.26289096E-001,2.632290786E-001
-0.472,6.10228233E-001,2.616356720E-001
-0.464,5.94590025E-001,2.599492815E-001
-0.456,5.78825021E-001,2.581234150E-001
-0.448,5.63060017E-001,2.562130178E-001
-0.44,5.47506340E-001,2.542180896E-001
