x/D,u/U,v/U
-0.432,5.32079459E-001,2.521682164E-001
-0.424,5.16779375E-001,2.499915469E-001
-0.416,5.01690617E-001,2.476923077E-001
-0.408,4.86475063E-001,2.453169907E-001
-0.4,4.71301775E-001,2.428994083E-001
-0.392,4.56297549E-001,2.404015216E-001
-0.384,4.41208791E-001,2.378571429E-001
-0.376,4.26246830E-001,2.352324598E-001
-0.368,4.11196112E-001,2.324683009E-001
-0.36,3.96031276E-001,2.295984784E-001
-0.352,3.80896027E-001,2.266568047E-001
-0.344,3.65528318E-001,2.235841082E-001
-0.336,3.50494506E-001,2.204775993E-001
-0.328,3.35570583E-001,2.172104818E-001
-0.32,3.21111581E-001,2.139898563E-001
-0.312,3.06661031E-001,2.107100592E-001
-0.304,2.92066779E-001,2.073288250E-001
-0.296,2.77510566E-001,2.037954353E-001
-0.288,2.62996619E-001,2.001394759E-001
-0.28,2.47954353E-001,1.962045647E-001
-0.272,2.33093829E-001,1.921005917E-001
-0.264,2.18524937E-001,1.879332206E-001
-0.256,2.03926458E-001,1.835249366E-001
-0.248,1.89636517E-001,1.790912933E-001
-0.24,1.75819949E-001,1.747464074E-001
-0.232,1.61994928E-001,1.702916314E-001
-0.224,1.48254438E-001,1.657692308E-001
-0.216,1.35080304E-001,1.611749789E-001
-0.208,1.22003381E-001,1.563693998E-001
-0.2,1.08960271E-001,1.513989856E-001
-0.192,9.56043956E-002,1.462130178E-001
-0.184,8.27049873E-002,1.409890110E-001
-0.176,7.01098901E-002,1.356255283E-001
-0.168,5.79205410E-002,1.301690617E-001
-0.16,4.63820795E-002,1.246322908E-001
-0.152,3.54915469E-002,1.190194421E-001
-0.144,2.48939138E-002,1.133093829E-001
-0.136,1.48330516E-002,1.075570583E-001
-0.128,5.05240913E-003,1.016103128E-001
-0.12,-4.20680473E-003,9.562975486E-002
-0.112,-1.30857988E-002,8.955198648E-002
-0.104,-2.13896872E-002,8.347844463E-002
-0.096,-2.93592561E-002,7.729923922E-002
-0.088,-3.66263736E-002,7.093406593E-002
-0.08,-4.29501268E-002,6.457734573E-002
-0.072,-4.89264582E-002,5.813609467E-002
-0.064,-5.41800507E-002,5.164412511E-002
-0.056,-5.87827557E-002,4.514370245E-002
-0.048,-6.27345731E-002,3.853254438E-002
-0.04,-6.63820795E-002,3.188292477E-002
-0.032,-6.94463229E-002,2.524387151E-002
-0.024,-7.16906171E-002,1.852747253E-002
-0.016,-7.29459003E-002,1.184826712E-002
-0.008,-7.34699916E-002,5.208368555E-003
0,-7.33727811E-002,-1.532882502E-003
0.008,-7.29628064E-002,-8.167793745E-003
0.016,-7.19568893E-002,-1.480092984E-002
0.024,-7.01098901E-002,-2.138926458E-002
0.032,-6.76289096E-002,-2.783896872E-002
0.04,-6.44505495E-002,-3.435460693E-002
0.048,-6.05621302E-002,-4.091377853E-002
0.056,-5.62256974E-002,-4.754860524E-002
0.064,-5.10693153E-002,-5.414201183E-002
0.072,-4.52958580E-002,-6.075655114E-002
0.08,-3.89894336E-002,-6.724852071E-002
0.088,-3.21754015E-002,-7.362214708E-002
0.096,-2.49137785E-002,-7.983939138E-002
0.104,-1.72125951E-002,-8.590870668E-002
0.112,-9.10524091E-003,-9.186813187E-002
0.12,-5.64750634E-004,-9.773457312E-002
0.128,8.83558749E-003,-1.035376162E-001
0.136,1.84395604E-002,-1.092054100E-001
0.144,2.85887574E-002,-1.148901099E-001
0.152,3.92066779E-002,-1.205071851E-001
0.16,4.98985630E-002,-1.259171598E-001
0.168,6.10650888E-002,-1.310397295E-001
0.176,7.25866441E-002,-1.361496196E-001
0.184,8.44590025E-002,-1.411876585E-001
0.192,9.69315300E-002,-1.462806424E-001
0.2,1.09814032E-001,-1.512975486E-001
0.208,1.23068470E-001,-1.562933221E-001
0.216,1.36652578E-001,-1.611622992E-001
0.224,1.50371936E-001,-1.658199493E-001
0.232,1.63879966E-001,-1.703085376E-001
0.24,1.78123415E-001,-1.748901099E-001
0.248,1.92641589E-001,-1.793786982E-001
0.256,2.07032967E-001,-1.836728656E-001
0.264,2.21568047E-001,-1.879332206E-001
0.272,2.36373626E-001,-1.921428571E-001
0.28,2.51069315E-001,-1.961876585E-001
0.288,2.66136940E-001,-2.001521555E-001
0.296,2.81310228E-001,-2.040448014E-001
0.304,2.96504649E-001,-2.078360101E-001
0.312,3.11804734E-001,-2.115088757E-001
0.32,3.26682164E-001,-2.149323753E-001
0.328,3.41403212E-001,-2.181614539E-001
0.336,3.56191885E-001,-2.213524937E-001
0.344,3.70989011E-001,-2.244378698E-001
0.352,3.85955199E-001,-2.274387151E-001
0.36,4.00828402E-001,-2.303846154E-001
0.368,4.16174979E-001,-2.332628910E-001
0.376,4.31318681E-001,-2.359678783E-001
0.384,4.46534235E-001,-2.386052409E-001
0.392,4.61665258E-001,-2.411749789E-001
0.4,4.76711750E-001,-2.436728656E-001
0.408,4.91885038E-001,-2.461200338E-001
0.416,5.06635672E-001,-2.483727811E-001
0.424,5.21259510E-001,-2.505409975E-001
0.432,5.36136940E-001,-2.526627219E-001
0.44,5.51014370E-001,-2.547295013E-001
0.448,5.65765004E-001,-2.566821640E-001
0.456,5.80769231E-001,-2.585376162E-001
0.464,5.95900254E-001,-2.602620456E-001
0.472,6.11453931E-001,-2.619315300E-001
0.48,6.27049873E-001,-2.634234996E-001
0.488,6.42730347E-001,-2.648478445E-001
0.496,6.58453085E-001,-2.661031276E-001
0.504,6.73964497E-001,-2.671639899E-001
0.512,6.89391378E-001,-2.681530008E-001
0.52,7.04733728E-001,-2.690152156E-001
0.528,7.19949282E-001,-2.695857988E-001
0.536,7.35629755E-001,-2.699196957E-001
0.544,7.51225697E-001,-2.700591716E-001
0.552,7.66525782E-001,-2.700000000E-001
0.56,7.81741336E-001,-2.698732037E-001
0.568,7.97041420E-001,-2.695435334E-001
0.576,8.12087912E-001,-2.690067625E-001
0.584,8.26965342E-001,-2.682586644E-001
0.592,8.41293322E-001,-2.672823331E-001
0.6,8.55409975E-001,-2.661411665E-001
0.608,8.69484362E-001,-2.647421809E-001
0.616,8.83474218E-001,-2.632375317E-001
0.624,8.96534235E-001,-2.615215554E-001
0.632,9.09087067E-001,-2.595942519E-001
0.64,9.21344041E-001,-2.575232460E-001
0.648,9.33347422E-001,-2.553381234E-001
0.656,9.45012680E-001,-2.531065089E-001
0.664,9.56255283E-001,-2.508072697E-001
0.672,9.66821640E-001,-2.484150465E-001
0.68,9.76796281E-001,-2.458284024E-001
0.688,9.86432798E-001,-2.431656805E-001
0.696,9.95308538E-001,-2.404480135E-001
0.704,1.00355030E+000,-2.376627219E-001
0.712,1.01124260E+000,-2.348732037E-001
0.72,1.01813187E+000,-2.321174979E-001
0.728,1.02447168E+000,-2.293491124E-001
0.736,1.03030431E+000,-2.266187658E-001
0.744,1.03601014E+000,-2.238546069E-001
0.752,1.04129332E+000,-2.211200338E-001
0.76,1.04606932E+000,-2.184023669E-001
0.768,1.05059172E+000,-2.157142857E-001
0.776,1.05473373E+000,-2.130938292E-001
0.784,1.05841082E+000,-2.105409975E-001
0.792,1.06187659E+000,-2.080600169E-001
0.8,1.06508876E+000,-2.055409975E-001
0.808,1.06792054E+000,-2.030938292E-001
0.816,1.07054100E+000,-2.006804734E-001
0.824,1.07290786E+000,-1.983093829E-001
0.832,1.07523246E+000,-1.960016906E-001
0.84,1.07734573E+000,-1.937785292E-001
0.848,1.07920541E+000,-1.916060862E-001
0.856,1.08093829E+000,-1.894928149E-001
0.864,1.08262891E+000,-1.873922232E-001
0.872,1.08419273E+000,-1.852958580E-001
0.88,1.08558749E+000,-1.832544379E-001
0.888,1.08685545E+000,-1.812341505E-001
0.896,1.08795435E+000,-1.792814877E-001
0.904,1.08896872E+000,-1.773330516E-001
0.912,1.08994083E+000,-1.754437870E-001
0.92,1.09078614E+000,-1.736813187E-001
0.928,1.09158918E+000,-1.719061708E-001
0.936,1.09234996E+000,-1.701352494E-001
0.944,1.09306847E+000,-1.683558749E-001
0.952,1.09374472E+000,-1.666187658E-001
0.96,1.09442096E+000,-1.648858833E-001
0.968,1.09497041E+000,-1.631825866E-001
0.976,1.09547760E+000,-1.615215554E-001
0.984,1.09594252E+000,-1.599112426E-001
0.992,1.09632291E+000,-1.583474218E-001
1,1.09666103E+000,-1.568131868E-001
1.008,1.09695689E+000,-1.552958580E-001
1.016,1.09725275E+000,-1.537869822E-001
1.024,1.09750634E+000,-1.522781065E-001
1.032,1.09771767E+000,-1.507734573E-001
1.04,1.09797126E+000,-1.492814877E-001
1.048,1.09818259E+000,-1.477979713E-001
1.056,1.09839391E+000,-1.463651733E-001
1.064,1.09860524E+000,-1.449661877E-001
1.072,1.09881657E+000,-1.435925613E-001
1.08,1.09902790E+000,-1.422400676E-001
1.088,1.09919696E+000,-1.408960270E-001
1.096,1.09932375E+000,-1.395604396E-001
1.104,1.09945055E+000,-1.382459848E-001
1.112,1.09953508E+000,-1.369526627E-001
1.12,1.09961961E+000,-1.356508876E-001
1.128,1.09970414E+000,-1.343406593E-001
1.136,1.09983094E+000,-1.330262046E-001
1.144,1.09987320E+000,-1.317328825E-001
1.152,1.09987320E+000,-1.304268808E-001
1.16,1.09987320E+000,-1.291335587E-001
1.168,1.09983094E+000,-1.278444632E-001
1.176,1.09983094E+000,-1.265807270E-001
1.184,1.09978867E+000,-1.253719358E-001
1.192,1.09970414E+000,-1.241673711E-001
1.2,1.09961961E+000,-1.229797126E-001
1.208,1.09957735E+000,-1.218300930E-001
1.216,1.09953508E+000,-1.206931530E-001
1.224,1.09949282E+000,-1.195688926E-001
1.232,1.09945055E+000,-1.184742181E-001
1.24,1.09945055E+000,-1.173753170E-001
1.248,1.09940828E+000,-1.162890955E-001
1.256,1.09932375E+000,-1.152071006E-001
1.264,1.09919696E+000,-1.141208791E-001
1.272,1.09907016E+000,-1.130219780E-001
1.28,1.09898563E+000,-1.119357566E-001
1.288,1.09890110E+000,-1.108579882E-001
1.296,1.09885883E+000,-1.097844463E-001
1.304,1.09881657E+000,-1.087235841E-001
1.312,1.09877430E+000,-1.076880811E-001
1.32,1.09868977E+000,-1.066990702E-001
1.328,1.09860524E+000,-1.057354184E-001
1.336,1.09852071E+000,-1.047717667E-001
1.344,1.09843618E+000,-1.038207946E-001
1.352,1.09830938E+000,-1.028782756E-001
1.36,1.09822485E+000,-1.019315300E-001
1.368,1.09809806E+000,-1.009890110E-001
1.376,1.09801353E+000,-1.000549451E-001
1.384,1.09788673E+000,-9.914201183E-002
1.392,1.09780220E+000,-9.821639899E-002
1.4,1.09767540E+000,-9.727810651E-002
1.408,1.09759087E+000,-9.635249366E-002
1.416,1.09750634E+000,-9.543533390E-002
1.424,1.09742181E+000,-9.455621302E-002
1.432,1.09729501E+000,-9.367709214E-002
1.44,1.09721048E+000,-9.282755706E-002
1.448,1.09712595E+000,-9.197379544E-002
1.456,1.09699916E+000,-9.114539307E-002
1.464,1.09687236E+000,-9.032967033E-002
1.472,1.09678783E+000,-8.951394759E-002
1.48,1.09661877E+000,-8.868977177E-002
1.488,1.09649197E+000,-8.784446323E-002
1.496,1.09632291E+000,-8.700760778E-002
1.504,1.09615385E+000,-8.619611158E-002
1.512,1.09602705E+000,-8.537616230E-002
1.52,1.09590025E+000,-8.457311919E-002
1.528,1.09573119E+000,-8.380811496E-002
1.536,1.09556213E+000,-8.304311074E-002
1.544,1.09543533E+000,-8.228655959E-002
1.552,1.09526627E+000,-8.153000845E-002
1.56,1.09513948E+000,-8.078191040E-002
1.568,1.09497041E+000,-8.004649197E-002
1.576,1.09480135E+000,-7.932375317E-002
1.584,1.09459003E+000,-7.860946746E-002
1.592,1.09437870E+000,-7.789518174E-002
1.6,1.09416737E+000,-7.716821640E-002
1.608,1.09399831E+000,-7.646238377E-002
1.616,1.09378698E+000,-7.576500423E-002
1.624,1.09357566E+000,-7.506762468E-002
1.632,1.09340659E+000,-7.437024514E-002
1.64,1.09323753E+000,-7.367709214E-002
1.648,1.09306847E+000,-7.298393914E-002
1.656,1.09289941E+000,-7.229078614E-002
1.664,1.09273035E+000,-7.161876585E-002
1.672,1.09256129E+000,-7.095942519E-002
1.68,1.09239222E+000,-7.032121724E-002
1.688,1.09222316E+000,-6.969146238E-002
1.696,1.09205410E+000,-6.905748098E-002
1.704,1.09188504E+000,-6.842349958E-002
1.712,1.09171598E+000,-6.778951817E-002
1.72,1.09154692E+000,-6.715553677E-002
1.728,1.09133559E+000,-6.653000845E-002
1.736,1.09116653E+000,-6.592138631E-002
1.744,1.09095520E+000,-6.531699070E-002
1.752,1.09078614E+000,-6.472104818E-002
1.76,1.09057481E+000,-6.413355875E-002
1.768,1.09040575E+000,-6.355452240E-002
1.776,1.09023669E+000,-6.296703297E-002
1.784,1.09006763E+000,-6.240490279E-002
1.792,1.08989856E+000,-6.185545224E-002
1.8,1.08972950E+000,-6.129754861E-002
1.808,1.08951817E+000,-6.073964497E-002
1.816,1.08934911E+000,-6.018596788E-002
1.824,1.08922232E+000,-5.964074387E-002
1.832,1.08905325E+000,-5.910819949E-002
1.84,1.08888419E+000,-5.857142857E-002
1.848,1.08871513E+000,-5.803043111E-002
1.856,1.08858834E+000,-5.749366019E-002
1.864,1.08841927E+000,-5.696111581E-002
1.872,1.08829248E+000,-5.643702451E-002
1.88,1.08812342E+000,-5.590870668E-002
1.888,1.08795435E+000,-5.538038884E-002
1.896,1.08774303E+000,-5.485629755E-002
1.904,1.08757396E+000,-5.433220626E-002
1.912,1.08732037E+000,-5.381656805E-002
1.92,1.08710905E+000,-5.329670330E-002
1.928,1.08685545E+000,-5.277261200E-002
1.936,1.08660186E+000,-5.224429417E-002
1.944,1.08634827E+000,-5.173288250E-002
1.952,1.08605241E+000,-5.126796281E-002
1.96,1.08567202E+000,-5.084108199E-002
1.968,1.08533390E+000,-5.041842773E-002
1.976,1.08495351E+000,-4.999154691E-002
1.984,1.08457312E+000,-4.955621302E-002
1.992,1.08419273E+000,-4.912510566E-002
2,1.08381234E+000,-4.869399831E-002
