-5,1.0313,-0.0046845
-4.99,1.0314,-0.004678
-4.98,1.0315,-0.0046714
-4.97,1.0316,-0.0046649
-4.96,1.0317,-0.0046584
-4.95,1.0318,-0.0046519
-4.94,1.0319,-0.0046454
-4.93,1.032,-0.0046388
-4.92,1.0321,-0.0046323
-4.91,1.0322,-0.0046258
-4.9,1.0323,-0.0046193
-4.89,1.0324,-0.0046128
-4.88,1.0325,-0.0046063
-4.87,1.0326,-0.0045997
-4.86,1.0327,-0.0045932
-4.85,1.0328,-0.0045867
-4.84,1.0329,-0.0045802
-4.83,1.033,-0.0045737
-4.82,1.0331,-0.0045671
-4.81,1.0332,-0.0045606
-4.8,1.0333,-0.0045541
-4.79,1.0334,-0.0045476
-4.78,1.0335,-0.0045411
-4.77,1.0336,-0.0045346
-4.76,1.0336,-0.004528
-4.75,1.0337,-0.0045215
-4.74,1.0339,-0.0045092
-4.73,1.034,-0.0044969
-4.72,1.0341,-0.0044845
-4.71,1.0342,-0.0044722
-4.7,1.0343,-0.0044599
-4.69,1.0344,-0.0044476
-4.68,1.0345,-0.0044352
-4.67,1.0346,-0.0044229
-4.66,1.0347,-0.0044106
-4.65,1.0348,-0.0043983
-4.64,1.0349,-0.0043859
-4.63,1.035,-0.0043736
-4.62,1.0351,-0.0043613
-4.61,1.0353,-0.0043489
-4.6,1.0354,-0.0043366
-4.59,1.0355,-0.0043243
-4.58,1.0356,-0.004312
-4.57,1.0357,-0.0042996
-4.56,1.0358,-0.0042873
-4.55,1.0359,-0.004275
-4.54,1.036,-0.0042627
-4.53,1.0361,-0.0042503
-4.52,1.0362,-0.004238
-4.51,1.0363,-0.0042257
-4.5,1.0364,-0.0042134
-4.49,1.0366,-0.0041936
-4.48,1.0367,-0.0041739
-4.47,1.0368,-0.0041542
-4.46,1.0369,-0.0041344
-4.45,1.037,-0.0041147
-4.44,1.0372,-0.004095
-4.43,1.0373,-0.0040752
-4.42,1.0374,-0.0040555
-4.41,1.0375,-0.0040358
-4.4,1.0376,-0.004016
-4.39,1.0378,-0.0039963
-4.38,1.0379,-0.0039766
-4.37,1.038,-0.0039568
-4.36,1.0381,-0.0039371
-4.35,1.0383,-0.0039174
-4.34,1.0384,-0.0038976
-4.33,1.0385,-0.0038779
-4.32,1.0386,-0.0038582
-4.31,1.0387,-0.0038384
-4.3,1.0389,-0.0038187
-4.29,1.039,-0.003799
-4.28,1.0391,-0.0037793
-4.27,1.0392,-0.0037595
-4.26,1.0393,-0.0037398
-4.25,1.0395,-0.0037201
-4.24,1.0396,-0.0036905
-4.23,1.0397,-0.003661
-4.22,1.0399,-0.0036315
-4.21,1.04,-0.003602
-4.2,1.0402,-0.0035725
-4.19,1.0403,-0.003543
-4.18,1.0404,-0.0035135
-4.17,1.0406,-0.003484
-4.16,1.0407,-0.0034544
-4.15,1.0408,-0.0034249
-4.14,1.041,-0.0033954
-4.13,1.0411,-0.0033659
